99926347178560629	[15276,15958]	[3,3]
101038774234295554	[19,10742,10767,11076,11148,15276,15912,15927,15953]	[2,1,1,1,1,26,25,1,1]
102204727469067852	[1,6,10,19,10272,10274,10278,10279,10281,10298,10300,10740,10816,10935,11076,11144,11155,15276,15920,15927,15928,15929,15967,15971,15973,15987,16002]	[48,36,1,1,1,33,14,1,1,3,11,1,1,1,1,36,1,53,1,1,2,46,1,2,1,2,12]
102924379893350735	[2,19,10740,10901,10904,11076,11150,15276,15922,15944,15970]	[1,1,1,1,1,1,1,1,1,1,1]
103544501353497413	[2,19,10742,10901,10906,15276,15938,15955,15958,16448,16472]	[1,1,1,1,1,1,1,1,1,1,1]
104346229412703781	[6,9,13,11055,11144,15276,15931,15932,15937,15957,15958,15975]	[18,11,1,11,18,7,2,1,4,1,2,4]
104945738277989482	[2,12,10900,15276,15941,15970,16010]	[2,1,2,3,1,2,1]
110626844175551647	[5,10634,11176,15276,15958,15971,16440]	[3,3,3,29,29,20,20]
111219034190053166	[15276,15912]	[1,1]
112852689611926452	[1,2,9,11,19,10740,10816,10848,10901,11050,11053,11060,15276,15911,15916,15922,15929,15942,15958,15970,15971,15973,16440]	[7,82,3,1,2,2,2,82,1,3,3,1,41,3,2,2,7,3,26,2,2,2,2]
113679244750920330	[2,6,19,10740,10742,10744,10746,10764,10765,10816,10900,10901,10906,11076,11144,11155,15276,15955,15958,15970,15973]	[4,3,4,1,3,1,1,2,1,1,2,2,2,1,3,1,4,3,1,2,1]
114230914469845788	[1,5,6,7,9,11,10274,10519,10527,10634,11055,11060,11144,11146,11176,15276,15929,15935,15936,15945,15953,15958,15971,16002,16440,16446,16450,16452,16453]	[4,2,2,1,1,2,4,1,1,2,1,1,1,1,2,29,4,1,1,2,1,24,4,2,4,1,1,1,1]
114502588812091094	[1,6,8,11144,15276,15929,15932,15936,15958,15971,15978,15987,16440,16483]	[2,37,1,37,4,2,1,1,1,1,1,1,1,1]
116898487694641435	[6,11144]	[3,3]
117308156792448978	[2,6,10850,10900,11144,15276,15934,15970]	[2,19,1,2,19,2,1,2]
118734098328803824	[6,9,13,11050,11053,11144,15276,15942,15957]	[8,3,1,3,3,8,4,3,1]
121991344647774090	[6,11144,11146,15276,15932,15935,15947,15958,15963,15976,16442,16444]	[3,3,1,16,1,1,2,14,1,1,1,2]
127269561907272154	[1,6,10274,10278,10298,11144,15276,15929,15959,15960,16002]	[2,1,2,2,2,1,10,2,8,8,2]
137470814342160648	[9,11047,11110,15276,15932]	[22,22,22,17,17]
137635880753344238	[6,19,10740,10816,11076,11144,11155,15276,15973]	[16,10,10,10,10,16,10,10,10]
