4411638099031060449	[6,11144]	[6,6]
4412247040613586187	[1,10274,10279,15276,15929,15950,15958,15963,15967,16442]	[2,1,1,14,1,4,9,5,1,5]
4417520333202656861	[6,13,11144,15276,15932,15957,15958,15963,16442]	[61,2,61,4,2,2,2,1,1]
4422838081626164857	[1,10274,10278,10279,10298,15276,15929,15967,16002]	[13,8,3,2,3,12,12,2,8]
4428409778757246771	[19,10740,10816,11076,11155,15276,15922,15973]	[3,2,2,3,3,2,2,2]
4432180400355955785	[2,4,6,19,10333,10742,10850,10872,10900,10901,10906,11144,15276,15915,15934,15955,15970,16011]	[7,1,5,1,1,1,1,1,5,1,1,5,2,1,1,1,2,1]
4433061073482118776	[1,2,5,6,19,10634,10742,10768,10850,10900,11076,11144,11159,11176,15276,15929,15931,15934,15948,15958,15969,15970]	[4,33,1,2,7,1,7,7,5,33,7,2,7,1,38,4,3,5,8,13,8,13]
4435709279945612822	[2,6,10854,11144,11180,15276,15970,16009]	[1,41,1,41,1,1,1,1]
4435968539586225823	[1,2,5,6,7,19,10278,10298,10518,10519,10520,10524,10525,10528,10541,10634,10900,10929,11076,11146,11159,11176,15276,15928,15929,15932,15935,15955,15958,15969,15970,15971,15995,16440,16447,16448]	[2,2,1,3,18,1,2,2,16,1,2,1,16,1,1,1,2,2,1,3,1,1,22,8,2,3,3,1,7,2,2,1,5,1,1,1]
4440661953052528069	[15276,15912]	[6,6]
4441782498861390878	[5,6,7,9,11,10519,10527,10634,11050,11051,11053,11060,11144,11147,11176,15276,15932,15942,15945,15947,15953,15958,15963,16442,16444,16452]	[2,7,2,56,1,2,2,2,55,55,49,1,6,1,2,46,1,1,1,1,1,44,5,5,1,1]
4441883171967690287	[2,10900,15276,15931,15958]	[3,3,1,1,1]
4444731107835177844	[12,15276,15912,15941,15958,15963,16010,16442]	[10,14,2,10,2,2,10,2]
4445459571486512865	[19,10740,10816]	[8,8,8]
4446043770548483760	[14,10697,15276,15923,15981]	[1,1,1,1,1]
4447853422254228034	[6,13,11144,15276,15932,15957,15978,16017]	[24,2,24,3,3,2,1,1]
4450593856894142705	[6,11144,15276,15959,15960]	[25,25,2,2,2]
4450978553402936463	[2,6,10900,11144,15276,15970]	[1,3,1,3,1,1]
4455467404242536926	[2,6,8,11033,11144,15276,15911,15931,15936,15958]	[1,9,2,1,9,3,1,1,2,1]
4455524373616524557	[6,10,10935,11144,11146,15276,15911,15920,15932,15935,15958,15959,15960,15971,15978,16017,16440,16446]	[19,1,1,18,1,9,2,1,1,1,4,1,1,2,1,1,2,1]
