1417848858844343785	[6,11144]	[2,2]
1418560107462910124	[9,11047,11110]	[1,1,1]
1418610394689529698	[9,11050,11052,15276,15938]	[4,4,4,3,3]
1418739915368303401	[6,11144,15276,15958,15976,16013,16454,16474]	[21,21,4,4,1,1,1,1]
1418837926510351542	[6,9,13,11050,11052,11144,15276,15932,15957]	[17,5,1,5,5,17,1,1,1]
1419222705269230693	[1,6,10278,10298,11144,15276,15929]	[43,1,42,42,1,43,43]
1419254003643528912	[6,13,11144,11146,15276,15932,15935,15957,15958,15959,15960,15971,16440,16446]	[99,4,99,1,6,4,1,4,1,1,1,1,1,1]
1420665587802343350	[6,11144,15276,15931,15958]	[5,5,1,1,1]
1420978041036670591	[11,11060,15276,15945,15947,15958,15959,15963,16442,16444,16463]	[2,2,21,2,1,19,1,1,1,1,1]
1421254894249464987	[16,15276,15958,15977,15980,16014]	[5,8,2,5,1,1]
1421271896086363509	[6,11144]	[3,3]
1421622640920466746	[6,8,11144,15276,15936,15958,15971,16440]	[35,1,35,4,1,3,3,3]
1421954519471160814	[1,6,13,10272,10279,10281,11144,15276,15929,15932,15957,15967]	[4,18,3,4,1,4,18,5,1,4,3,1]
1422333128530349790	[12,15276,15941,16010]	[4,4,4,4]
1422349463602530812	[1,6,10278,10298,11144,15276,15929,15931,15958]	[2,6,2,2,6,12,2,10,10]
1423156117366617780	[1,6,13,10278,10298,11101,11104,11144,15276,15929,15932,15957]	[1,14,2,1,1,1,1,14,3,1,2,2]
1423629377260617414	[2,19,10740,10816,10900,15276,15922,15938,15941,15969,15970,15973]	[2,2,2,2,2,21,2,7,10,7,2,2]
1423737495243358686	[6,11142,15276,15932,15954]	[8,8,8,8,8]
1423996544354350525	[2,6,10900,11144,15276,15958,15970]	[9,3,9,3,3,1,2]
1424001925011728145	[1,10276,15276,15958,15963,16442]	[1,1,27,27,6,6]
