1191876432245333680	[6,11144]	[5,5]
1191877739445798950	[6,9,19,10740,10816,11076,11144,11155,15276,15922,15942,15948,15973,15981]	[19,2,3,3,3,1,19,1,7,3,2,2,3,2]
1191901848899241934	[5,10634,11176,15276,15912,15928]	[1,1,1,24,23,1]
1191931276112540368	[6,11144]	[9,9]
1192202207415257842	[1,5,6,10276,10278,10298,10634,11144,11176,15276,15929,15958,15967,15976,15998,16013,16454,16474]	[11,1,35,7,6,6,1,35,1,11,8,3,7,1,7,1,1,1]
1192273938814799154	[2,6,8,9,11033,11142,11144,11146,15276,15911,15912,15932,15935,15936,15942,15954,15958,15976,16013,16453,16454,16474]	[2,90,4,1,2,5,90,3,18,2,2,10,3,4,1,5,3,2,2,2,2,2]
1192394555795450839	[1,6,10278,10279,10298,11144,15276,15911,15929,15958,15967]	[3,11,1,2,1,11,5,3,2,3,2]
1192733716643951453	[1,7,19,10274,10519,10527,10740,10742,10765,10816,15276,15922,15943,15950,15958,15970,15973,16002]	[2,1,1,2,1,1,1,1,1,1,6,1,1,1,3,1,1,1]
1193015543182791390	[6,9,11050,11053,11144,11146,15276,15935,15942,15958,15971,16440,16446]	[43,2,2,2,41,2,4,2,2,2,2,2,2]
1193079739015912670	[6,11142,15276,15932,15954,15978]	[1,1,1,1,1,1]
1193090933198781819	[2,3,5,11,14,17,10257,10634,10709,10902,10911,10937,11060,11176,15276,15915,15919,15928,15958,15966,15971,15975,16004,16440,16447,16449]	[64,4,54,24,23,64,4,54,64,64,64,23,24,54,135,4,64,1,108,23,30,4,4,30,1,64]
1193134470378574219	[2,9,19,10900,11050,11053,11076,11159,15276,15970,15972]	[7,2,6,7,2,2,6,6,65,4,61]
1193179291286139107	[1,10274,10280,10921,15276,15929]	[2,1,1,1,1,1]
1193428314494024181	[1,6,11144,15276,15929]	[1,2,2,1,1]
1193610497027218780	[14,19,10740,10816,11076,11159,15276,15958,15966,15971,15975,16440,16441]	[15,19,18,18,1,1,30,15,15,10,1,10,1]
1193668546187857417	[1,10278,10298,15276,15929]	[51,51,51,51,51]
1193695555784312615	[1,2,6,13,19,10273,10740,10816,10900,10919,11144,15276,15930,15932,15933,15938,15948,15957,15981]	[31,3,48,1,27,31,27,27,3,31,48,37,3,1,3,20,14,1,15]
1193804594824890110	[6,13,11144,15276,15932,15957,15958,15971,16440]	[7,1,7,10,1,1,9,2,2]
1193839281532345636	[8,12,10970,10981,15276,15936,15941,16010]	[2,9,2,2,11,2,9,9]
1194872633593027528	[15276,15958]	[1,1]
