2594118842190779475	[6,11144]	[5,5]
2594253303220509369	[6,19,10740,10816,11144,11146,15276,15935,15958,15971,16440,16446]	[45,3,3,3,45,1,1,1,1,1,1,1]
2594600110878028013	[6,13,11144,11146,15276,15932,15935,15957]	[26,1,22,4,5,5,4,1]
2594735180322942781	[6,11144,15276,15931,15958]	[2,2,5,5,5]
2594825801127646728	[9,10603,11050,11051,11108,15276,15958,15971,16440]	[2,2,2,2,2,1,1,1,1]
2594834380320268868	[6,11144]	[8,8]
2594896800796048964	[2,3,6,19,10742,10767,10900,10901,10906,11144,15276,15915,15925,15932,15955,15978]	[1,1,50,1,1,1,1,1,1,50,4,1,1,2,1,2]
2594992040998995265	[2,13,17,10709,10902,10911,10945,15276,15932,15957]	[1,2,1,1,1,1,1,2,2,2]
2595050583071898019	[19,10740,10816,15276,15928,15969]	[9,9,9,10,10,8]
2595081287587570108	[6,11144]	[18,18]
2595103852374309232	[2,6,16,10854,11144,11180,15276,15958,15970,15976,15977,16009,16013,16454,16474]	[1,15,1,1,15,1,4,2,1,2,1,1,2,2,2]
2595164850840990825	[2,6,8,9,14,19,10603,10697,10740,10742,10765,10813,10816,10900,10901,10904,11050,11051,11052,11053,11108,11144,15276,15912,15914,15922,15923,15928,15932,15936,15942,15952,15953,15958,15959,15960,15962,15963,15971,15973,15978,15987,15992,16442,16457,16463]	[2,185,1,14,1,4,3,1,3,1,1,1,2,2,1,1,8,1,6,1,3,185,55,22,1,2,1,1,2,1,12,3,2,5,5,4,1,3,1,2,2,1,2,3,2,1]
2595254872889964276	[1,2,6,7,11,14,19,10272,10279,10280,10281,10310,10519,10527,10697,10742,10744,10746,10767,10900,10901,10906,11060,11076,11144,11159,15276,15923,15928,15929,15947,15955,15958,15959,15967,15970,15971,15975,16440,16441,16447,16482]	[5,2,41,13,2,3,2,3,3,1,3,1,13,13,3,1,1,1,1,1,1,1,2,1,41,1,109,3,3,5,1,1,83,1,3,1,2,17,2,1,3,1]
2595263598861109573	[19,10740,10816,11076,11155,15276,15912,15941,15973]	[1,1,1,1,1,98,95,2,1]
2595416696266846835	[6,13,11144,15276,15932,15957]	[5,1,5,1,1,1]
2595682088767873712	[1,6,19,10278,10298,10740,10816,11144,15276,15931,15952,15958]	[13,3,6,13,13,6,6,3,2,1,1,1]
2595724196641492726	[6,11144,15276,15912,15928]	[13,13,3,1,2]
2596171118057223775	[2,3,4,9,10847,10850,11050,11051,11052,15276,15915,15934,15942,15959,15960,15970,15973]	[3,5,3,48,3,3,48,2,46,7,5,3,1,1,1,3,1]
2596212413569198765	[9,19,10740,10816,15276,15922,15942,15973]	[1,5,5,5,5,5,1,5]
2596380361356374703	[6,11144,15276,15958]	[13,13,4,4]
