2911463456923792518	[6,9,13,19,10603,10740,10816,11050,11051,11101,11108,11144,15276,15922,15932,15942,15957,15958,15963,15973,16442,16455]	[32,8,1,2,5,2,2,5,5,1,5,32,5,2,1,3,1,2,2,2,2,1]
2911663328676804106	[7,10524,10541,15276,15917,15928,15958,15991]	[1,1,1,4,1,1,2,1]
2912193626346485081	[15276,15931,15958]	[10,10,10]
2912240661723158030	[6,11144,15276,15958]	[13,13,5,5]
2912322382683095395	[17,11184,11185,15276,15958]	[5,5,5,5,5]
2912399340881084970	[6,11144,15276,15962]	[29,29,1,1]
2912877495608979583	[1,6,10278,10298,11144,15276,15929,15958]	[6,25,6,6,25,11,6,5]
2913054283234471312	[6,13,11144,15276,15932,15957]	[14,1,14,1,1,1]
2913060233607255633	[6,10,13,19,10740,10816,10935,11101,11104,11142,11144,11146,15276,15920,15922,15932,15954,15959,15960,15973]	[39,6,4,2,2,2,6,4,4,13,18,8,34,6,2,21,13,5,5,2]
2913172454220033242	[6,11144]	[3,3]
2913330290444753808	[19,10740,10816,15276,15922,15973]	[2,2,2,2,2,2]
2914071582955032611	[2,3,10227,10228,10255,10256,10847,10858,10860,15276,15915,15989]	[2,2,1,1,1,1,2,1,1,1,1,1]
2914314716376029819	[6,11144]	[48,48]
2914454198949454048	[6,11142,11144,11146,15276,15932,15935,15954,15958,15959,15960,15963,15978,16442,16463,16479]	[36,1,36,3,7,6,3,1,1,1,1,1,2,1,1,1]
2914695916305494173	[2,6,17,19,10740,10816,10902,10913,11144,11184,11185,15276,15943,15958,15969,16451]	[18,21,20,8,8,8,18,18,21,20,20,3,1,3,1,1]
2914727761297430861	[6,11144]	[2,2]
2915241737933508157	[6,11144,15276,15932,15978,16017]	[33,33,1,1,1,1]
2915546121950300656	[6,13,11144,11146,15276,15932,15935,15957]	[26,3,26,2,5,3,2,3]
2915701320960997638	[6,13,11144,15276,15932,15952,15957]	[35,10,35,12,9,2,10]
2915759566658329502	[6,9,13,10603,11108,11144,15276,15932,15942,15957]	[192,1,3,1,1,192,4,3,1,3]
