5017967982252154098	[15276,15928]	[2,2]
5017992475495136389	[6,11144,15276,15931,15958]	[18,18,1,1,1]
5018012745628386302	[6,9,11050,11053,11144,11146,15276,15932,15935,15942,15978]	[66,13,13,13,66,1,16,3,1,13,2]
5018018147878096866	[15276,15912]	[1,1]
5018026573477885415	[6,11144,11146,15276,15932,15935,15958]	[6,2,4,5,4,4,1]
5018035304086593881	[1,6,10274,11144,15276,15929,16002]	[4,4,1,4,4,4,1]
5018042435380950514	[6,11144]	[12,12]
5018067993606358405	[6,11144]	[5,5]
5018112879923072398	[15276,15958]	[2,2]
5018122517314781175	[6,11144]	[4,4]
5018139460730946536	[1,7,10519,10527,15276,15911,15929,15958]	[1,2,2,2,9,3,1,8]
5018156593461233425	[6,19,10740,10816,11144,15276,15917,15922,15973]	[15,1,1,1,15,4,3,1,1]
5018173608998455556	[2,4,6,10329,10393,10850,10900,11146,15276,15932,15934,15935,15958,15970]	[29,23,6,23,23,29,29,6,36,6,29,6,1,29]
5018198730957780935	[19,10740,10816]	[3,3,3]
5018223001553589912	[9,12,11050,11052,15276,15911,15941,15958,16010]	[2,1,2,2,6,3,1,5,1]
5018252709344515627	[6,13,11144,15276,15957]	[17,2,17,2,2]
5018270324194276178	[6,9,11050,11053,11144,11146,15276,15912,15932,15935,15942]	[2,8,8,8,2,1,10,1,1,1,8]
5018290935706081231	[15276,15911,15958]	[1,1,1]
5018320218889351318	[12,15276,15931,15941,15958,16010]	[1,2,1,1,1,1]
5018328702617187057	[6,11146,15276,15932,15935]	[2,2,2,2,2]
