1970606431576888320	[15276,15958]	[5,5]
1970730103239343325	[11,15276,15945]	[1,1,1]
1970795528301653744	[6,11144,15276,15931]	[6,6,1,1]
1970891877684802077	[1,2,6,9,13,10274,10278,10298,10900,11055,11144,15276,15929,15932,15942,15957,15958,15963,15969,15970,16002,16442]	[20,3,132,4,1,15,20,20,3,1,132,37,20,4,3,1,5,1,5,3,15,1]
1971023983174865652	[1,10274,10278,10279,10298,15276,15929,15967,16002]	[11,7,2,2,2,10,10,2,4]
1971208329451813352	[6,9,19,10740,10742,10816,11050,11052,11055,11076,11144,11155,15276,15922,15955,15973]	[10,1,2,2,1,2,1,1,1,1,10,1,2,1,1,2]
1971475108774012091	[19,10740,10816,15276,15980]	[9,9,9,3,3]
1971578212828257843	[6,14,10697,11144,15276,15923]	[4,1,1,4,1,1]
1971655351850165441	[15276,15912]	[3,3]
1971688788938378753	[2,19,10742,10900,10901,10906,15276,15930,15955,15958,15970,16448,16468,16490]	[3,1,1,3,1,1,3,3,1,1,3,1,1,1]
1971714495069754804	[2,6,10900,11144,15276,15932,15970,15978]	[1,37,1,37,1,1,1,1]
1971771730182806053	[6,13,11144,11146,15276,15931,15932,15935,15952,15953,15957,15958,15978,16017]	[30,3,30,1,14,2,8,1,2,1,3,3,4,4]
1972032737105477233	[6,13,11144,15276,15932,15957]	[247,13,247,13,13,13]
1972118957409247036	[6,11144]	[6,6]
1972267174473619917	[6,9,13,19,10740,10816,11050,11053,11076,11101,11104,11144,11146,11147,11155,15276,15931,15932,15935,15942,15957,15958,15963,15973,16442]	[12,13,4,5,5,5,13,13,5,2,2,10,1,1,5,30,4,5,1,8,4,12,6,5,6]
1972281068223939842	[15276,15958]	[2,2]
1972315587416679811	[19,10740,10816,11076,11155,15276,15922,15973]	[3,3,3,3,3,3,3,3]
1972401477506455007	[15276,15941,15958,15971,16440]	[64,57,7,2,2]
1972564525462845669	[6,13,11144,15276,15932,15957]	[5,1,5,1,1,1]
1972650749678694657	[6,13,11144,15276,15932,15957]	[12,4,12,4,4,4]
