74242192630996375	[15276,15912]	[2,2]
74535387498291061	[6,11144]	[3,3]
74554263457685654	[15276,15912]	[3,3]
74569944143099320	[1,7,10274,10520,10533,15276,15943,15958,15980,16002,16014]	[1,1,1,1,1,7,1,5,1,1,1]
74710370919002209	[3,9,11,12,19,10614,10740,10816,11057,15276,15912,15915,15922,15937,15941,15942,15953,15958,15973,15975,16010,16441,16443]	[1,2,1,12,1,1,1,1,1,146,75,1,1,49,18,2,1,3,1,50,12,3,3]
74742309903049935	[15276,15958]	[5,5]
74771563183847011	[2,9,19,10744,10745,10900,10901,10907,15276,15930,15942,15970]	[8,1,1,1,1,8,8,8,9,4,1,8]
74824223846998527	[6,13,11144,11146,15276,15932,15935,15957]	[56,1,56,1,2,1,1,1]
75048277930027814	[6,11144,11146,15276,15931,15935,15948,15958,15969]	[7,5,2,5,3,1,1,3,1]
75059419633027843	[6,12,11144,15276,15941,16010]	[1,1,1,1,1,1]
75088064609591018	[2,17,19,10740,10816,10902,10913,11184,11185]	[9,9,11,11,11,9,9,9,9]
75505102147771351	[6,9,13,11050,11052,11101,11104,11144,15276,15932,15942,15957,15958,15962,15963,15971,15978,15987,16017,16442]	[75,14,8,14,14,2,2,75,29,9,14,8,4,1,3,1,1,1,1,3]
75564045162807088	[1,6,10274,11144,15276,15952]	[1,6,1,6,1,1]
76025396176591574	[7,9,10520,10532,11055,15276,15937,15975]	[2,4,2,2,4,2,2,2]
76030112146411499	[2,6,9,19,10740,10814,10816,10901,10904,11050,11053,11055,11076,11144,11150,11155,15276,15922,15931,15942,15944,15970,15973]	[2,11,14,4,4,2,2,2,2,1,1,11,3,11,2,1,8,3,1,5,2,2,2]
76030670682505377	[6,13,11144,15276,15931,15932,15957,15958,15963,15978,16017,16442]	[36,2,36,5,1,3,2,2,1,1,1,1]
76085153238251058	[1,2,6,8,19,10273,10279,10740,10816,10919,10922,11033,11076,11144,11155,15276,15911,15922,15928,15929,15932,15936,15967,15973,15978,16017]	[15,1,7,1,1,14,2,1,1,14,15,1,1,7,1,6,1,1,1,2,1,1,2,1,1,1]
76367575449209680	[1,10278,10279,10298,15276,15929,15967]	[4,1,3,1,3,3,3]
76403270078822777	[6,8,9,13,16,11050,11053,11144,11146,15276,15932,15935,15936,15942,15957,15959,15977,15978]	[53,1,11,1,2,11,11,53,1,21,4,1,1,11,1,5,2,2]
76521862173461557	[6,9,19,10740,10816,11055,11144,15276,15928,15931,15932,15942,15958,15959,15978,16017]	[5,2,4,4,4,2,5,8,2,2,1,2,3,1,1,1]
