2994454529367137528	[6,11144]	[1,1]
2994475639984041247	[6,13,11144,15276,15932,15957,15978]	[61,6,61,8,7,6,2]
2994506087921161512	[6,13,11144,15276,15932,15952,15957,15958,15971,16440]	[85,4,85,11,4,6,4,1,1,1]
2994626741893084983	[6,19,10740,10816,11144]	[1,2,2,2,1]
2994637076397609509	[6,11144,15276,15943,15958,15963,16442,16451]	[1,1,2,1,2,1,1,1]
2994804605715805868	[6,11144]	[4,4]
2994909960640646915	[1,6,11144,15276,15929,15937,15947,15958,15959,15960,15963,15975,16441,16442,16443,16444,16458]	[8,30,30,209,8,2,4,69,138,138,3,2,2,3,2,4,6]
2995051313874790736	[6,11144]	[5,5]
2995151762908912963	[6,11144]	[13,13]
2995175261134830808	[9,11050,11053,15276,15942]	[9,9,9,8,8]
2995309273378030678	[2,4,6,7,9,10332,10419,10521,10850,10871,11050,11051,11142,11144,11146,15276,15932,15935,15954,15959,15960,15970,15978,15986]	[1,1,168,1,1,1,1,1,1,1,1,1,4,168,1,11,8,1,4,2,1,1,2,1]
2995479806339306488	[6,13,11144,15276,15932,15957,15959,15978,16017]	[67,11,67,12,10,11,1,1,1]
2995537047628842996	[1,6,19,10272,10279,10281,10740,10816,11076,11144,11155,15276,15922,15929,15967,15973]	[13,2,5,13,3,13,4,4,1,2,1,4,1,3,3,1]
2995574254680493100	[2,6,13,10900,11144,15276,15911,15932,15952,15957,15958,15963,16442]	[1,25,1,1,25,5,1,1,2,1,2,2,2]
2995723444440662683	[6,8,9,13,11050,11053,11144,15276,15932,15936,15942,15952,15957,15959,15960,15978,15985,16017]	[95,1,17,1,17,17,95,23,2,1,17,1,1,2,2,1,1,1]
2996117694010255408	[6,15,10271,11144,15276,15932,15938,15952]	[26,9,9,17,25,9,16,9]
2996146010675466613	[2,6,17,10708,10715,10900,10902,10910,11144,15276,15928,15947,15956,15958,15970,16444,16447]	[60,25,1,1,1,43,17,17,25,46,1,1,17,4,25,1,1]
2996370730687245785	[9,11050,11053,15276,15932,15942]	[5,5,5,6,1,5]
2996408757634370616	[1,2,4,6,9,10274,10278,10298,10332,10850,10871,11050,11053,11144,11146,15276,15929,15931,15932,15935,15942,15958,15970,15986,16002]	[9,1,1,28,9,4,9,9,1,1,1,9,9,28,3,36,9,1,2,3,9,14,1,1,4]
2996921949214835536	[6,13,11144,15276,15928,15932,15957]	[6,1,6,2,1,1,1]
