2882755202851842814	[6,11144]	[4,4]
2882811526158253423	[1,19,10274,10740,10816,10922,15276,15929,16002]	[9,3,8,3,3,1,8,8,4]
2883458855986562244	[2,6,12,10900,11144,11146,15276,15931,15932,15935,15937,15941,15958,15970,15975,15978,16010,16017,16441,16443,16468]	[6,39,2,6,35,4,26,1,8,4,7,3,13,6,8,4,2,4,6,5,6]
2883554803866981026	[9,19,10740,10816,11050,11053,15276,15942]	[11,1,1,1,11,11,3,3]
2883918076120854016	[6,11144]	[3,3]
2884191427052017382	[9,15276,15942]	[11,11,11]
2884316420536025159	[1,10274,10278,10298,15276,15929,16002]	[4,4,4,4,4,4,4]
2884622621154380273	[6,7,9,11,13,19,10519,10527,10740,10816,11144,15276,15912,15922,15932,15936,15942,15945,15953,15957,15958,15971,15973,15978,16017,16440,16450,16453]	[33,1,5,1,1,5,1,1,5,5,33,26,11,5,2,1,5,1,1,1,7,3,5,2,2,3,1,1]
2884824105390703993	[2,3,10900,15276,15915,15928,15946,15969,15970,15991]	[2,1,2,4,1,1,1,1,1,1]
2884956359521502839	[6,9,10600,11144]	[34,1,1,34]
2885066238736016684	[1,10278,10298]	[1,1,1]
2885595218047188100	[2,6,7,19,10524,10541,10740,10816,10854,10900,11144,11146,11180,15276,15928,15932,15935,15948,15969,15970,15985,16009]	[38,54,1,1,1,1,1,1,16,22,53,1,16,44,2,1,1,1,1,37,3,16]
2885618679144326726	[9,15276,15912,15942]	[2,14,12,2]
2885726028490538323	[6,9,13,19,10600,10740,10816,11144,15276,15922,15932,15957,15973]	[22,3,1,2,3,2,2,22,3,2,1,1,2]
2886192864562771490	[6,12,13,11144,11146,15276,15932,15935,15941,15957,16010]	[85,2,10,85,1,13,11,1,2,10,2]
2886502709409120745	[6,11144]	[1,1]
2886603317281953142	[6,11142,11144,15276,15932,15954,15958,15959,15978,15992,16017,16457]	[50,2,50,8,3,2,1,4,1,1,1,1]
2886640116640505077	[6,12,13,11144,11146,15276,15912,15932,15935,15941,15957,15958,16010,16016,16467]	[88,1,8,85,3,24,11,11,3,1,8,1,1,1,1]
2887128783115070962	[6,7,13,10522,11144,15276,15928,15932,15950,15957]	[31,12,1,12,31,3,1,1,1,1]
2887168555174141825	[2,6,9,19,10740,10816,10900,11055,11144,15276,15922,15928,15942,15970,15973]	[2,44,69,2,2,2,2,3,44,68,2,1,66,1,6]
