895274159807163869	[15276,15912]	[5,5]
895342715368391008	[1,6,10279,10922,11144,15276,15929,15932,15967,15978]	[4,4,1,4,4,3,1,2,1,2]
895349204091292795	[6,11144,15276,15911,15931,15958]	[89,89,9,2,5,9]
895481021869098726	[12,15276,15941,16010]	[1,1,1,1]
895592866421459190	[2,6,10900,11144,11146,15276,15912,15932,15935,15970,15978,16017]	[1,52,1,52,1,35,7,27,1,1,1,1]
895839206547395962	[1,6,9,10274,10278,10298,11050,11053,11144,15276,15929,15942,15958,16002]	[7,15,6,3,6,6,6,6,15,12,5,6,1,2]
895894100670795735	[19,10740,10816,15276,15911]	[3,3,3,4,4]
895963578733818355	[1,2,6,9,19,10274,10278,10279,10298,10300,10742,10767,10848,10900,11144,15276,15916,15928,15929,15942,15958,15967,15970,16002]	[35,2,26,1,1,1,32,2,31,1,1,1,1,1,26,41,1,8,29,1,2,2,1,1]
895993992946140296	[6,9,10603,11108,11144]	[17,4,4,4,17]
896060886175715482	[6,11142,11144,15276,15932,15954]	[15,12,3,12,10,12]
896083116038444220	[6,7,10518,10525,11144,15276,15928,15995]	[5,1,1,1,5,1,1,1]
896086042616852680	[15276,15912,15973]	[3,3,1]
896089205153983097	[6,11144]	[6,6]
896416927587631910	[2,9,19,10740,10816,10900,11050,11052,15276,15922,15942,15973]	[1,2,3,3,3,1,1,1,5,3,2,3]
896461238861538572	[6,19,10740,10816,11144,15276,15922,15948,15973]	[3,1,1,1,3,1,1,1,1]
896513594706309606	[2,6,10854,10896,11144,15276,15970,16012]	[1,27,1,1,27,1,1,1]
896515319708560592	[1,6,13,10274,10278,10298,11144,15276,15929,15932,15943,15957,15958,15978,16002,16451]	[14,62,4,14,1,1,62,94,2,5,14,4,76,1,10,3]
896574569426891129	[7,9,10522,11050,11053]	[1,12,1,12,12]
896609985473407875	[11,15276,15937,15945,15947,15953,15958,15959,15963,15971,15975,16440,16441,16442,16443,16444,16463]	[2,49,2,2,2,2,47,2,13,1,5,1,5,13,2,2,2]
896804059388862196	[6,11144]	[3,3]
