255357054186672360	[15276,15912]	[1,1]
255587832128898674	[14,15276,15966]	[1,1,1]
255598759886159339	[6,11146,15276,15912,15932,15935]	[3,3,4,1,3,3]
255603209638702169	[15276,15912,15932,15959,15960]	[16,14,1,1,1]
255641207067437589	[6,11144,15276,15912]	[20,20,1,1]
255646001062022052	[6,9,11055,11144,15276,15931,15932,15938,15942,15952,15958]	[77,5,1,77,22,2,5,8,5,2,2]
255868670582604064	[15276,15911]	[1,1]
255872088438307025	[9,11055,15276,15912,15958]	[1,1,24,23,1]
256300504437549935	[2,6,9,19,10740,10742,10765,10816,10854,11050,11053,11076,11144,11155,11180,15276,15942,15955,15970,15973,16009]	[1,68,4,2,1,2,1,1,1,1,1,1,68,1,1,6,4,1,1,1,1]
256854787271178711	[2,6,8,13,11033,11144,15276,15911,15932,15936,15957,15958,15963,16442,16453]	[2,28,2,4,2,28,6,2,4,2,4,2,2,2,2]
257436878439828184	[6,13,11144,15276,15911,15932,15957,15958,15976,16013,16454,16474]	[9,2,9,10,6,2,2,8,1,1,1,1]
257581812086794082	[6,9,19,10603,10742,10765,11050,11051,11108,11144,15276,15942]	[3,2,1,1,1,1,1,1,1,3,2,2]
258038016388466404	[6,11142,11144,11146,15276,15932,15935,15954]	[13,6,4,3,10,10,3,6]
258244830195823519	[6,13,11144,15276,15932,15957]	[2,2,2,2,2,2]
259019661739422744	[7,10519,10527,15276,15948,15958,15963,15981,16442]	[6,6,6,16,2,14,2,2,2]
259124394616963959	[1,10273,10274,10919,15276,15929,15948,15958,15981,16002]	[10,7,2,7,4,3,1,1,1,1]
259270796329099372	[6,11144]	[21,21]
259734121403563666	[15276,15928,15991]	[3,3,3]
259842658592288400	[5,7,9,11,10519,10527,10634,11055,11060,11176,15276,15928,15958,15991]	[2,2,1,1,2,2,2,1,1,2,11,1,10,1]
260121098575602522	[6,11144,15276,15937,15941,15975]	[3,3,2,1,1,1]
