10124804924246607255	[2,7,10518,10526,10900,15276,15970]	[1,12,12,12,1,1,1]
10124806362368014986	[1,10274,10278,10298,15276,15917,15929,16002]	[3,2,3,3,4,1,3,2]
10124812617690459706	[6,11144,11146,15276,15932,15935]	[6,3,3,3,3,3]
10124830394023646711	[1,6,11144,15276,15927,15929,15932,15958,15971,15978,16017,16440]	[4,6,6,9,1,4,2,2,1,2,2,1]
10124831704707198728	[1,5,11,10276,10634,11060,11176,15276,15912,15958,15963,16442]	[1,3,3,1,3,3,3,48,5,43,10,10]
10124836449642706586	[9,19,10600,10740,10816,11076,11155,15276,15922,15942,15973]	[8,3,2,1,1,2,2,7,1,6,1]
10124844066548943352	[6,11144]	[20,20]
10124844523062022975	[6,13,11144,15276,15932,15952,15957,15958]	[31,1,31,7,1,1,1,5]
10124846113058483909	[6,7,9,10519,10527,10600,11047,11050,11053,11110,11144,11146,11147,15276,15932,15935,15941,15942,15947,15958,15959,15960,15971,15978,16440,16444,16446,16455,16456,16478]	[52,1,55,1,1,2,1,52,52,1,47,1,1,76,3,1,2,52,1,19,1,1,4,5,4,1,1,1,2,1]
10124864119825664261	[15276,15969]	[3,3]
10124898575332077042	[6,11144]	[2,2]
10124903215981838582	[6,11144]	[8,8]
10124938979791421615	[6,8,11144,15276,15936,15958,15963,16442]	[29,1,29,2,1,1,1,1]
10124952320537868578	[6,11144,15276,15958,15971,15978,16017,16440]	[13,13,2,1,1,1,1,1]
10124954488519658904	[6,8,11144,11146,15276,15932,15935,15936,15953,15958,15963,15976,15978,16013,16017,16442,16446,16452,16453,16454,16474]	[120,1,120,1,14,2,1,1,7,7,5,1,2,1,2,5,1,2,1,1,1]
10124958272207985665	[1,2,6,10274,10278,10298,10900,11144,15276,15929,15931,15938,15941,15958,15970,15971,15975,16002,16440,16441,16468]	[5,2,3,3,5,5,2,3,12,4,2,1,1,6,2,1,1,3,1,1,2]
10124998042981604646	[6,11144,11146,15276,15932,15935]	[13,13,1,1,1,1]
10125019822901482488	[6,13,11144,11146,15276,15932,15935,15952,15957]	[33,4,22,11,15,15,11,1,4]
10125021167994520743	[6,9,11144,15276,15928,15942]	[3,2,3,2,1,2]
10125022500620964010	[2,10900]	[108,108]
