1475261423959652096	[6,11144]	[8,8]
1475277221471375040	[1,10278,10298,15276,15929,15958,15963,16442]	[2,2,2,10,2,8,1,1]
1475348011606358909	[1,2,3,6,7,13,14,19,10257,10519,10527,10740,10741,10787,10813,10816,10854,10896,10900,10901,10905,10907,10937,11076,11144,11155,15276,15914,15915,15922,15928,15929,15930,15932,15948,15957,15958,15966,15969,15970,15973,15975,15978,15991,16003,16004,16009,16012,16017,16447,16462,16464]	[1,28,1,68,11,5,5,7,1,11,9,6,1,1,1,5,3,3,25,7,1,6,5,4,68,4,52,1,1,4,2,1,16,5,1,5,6,5,1,27,5,1,2,2,2,1,1,3,1,2,2,2]
1475350460339212084	[19,11076,11159]	[8,8,8]
1475450001030514003	[9,12,19,10740,10816,15276,15912,15922,15941,15942,15973,16010]	[2,11,2,2,2,15,2,2,11,2,2,11]
1475535049534663626	[2,8,19,10740,10816,10900,10967,11001,11033,11034,11076,11155,15276,15930,15931,15958,15970,15973]	[1,1,13,13,13,1,1,1,1,1,1,1,3,1,1,1,1,1]
1475643166301330787	[7,10523,10930]	[3,3,3]
1475713693154948973	[2,3,6,10847,10900,11144,11146,15276,15915,15925,15931,15932,15935,15958,15970]	[13,4,15,3,13,7,8,18,4,3,1,8,8,4,5]
1475716765545556084	[1,19,10274,10278,10298,10742,10765,15276,15929,16002]	[6,1,1,6,6,1,1,6,6,1]
1475731498191154517	[6,11144,15276,15959,15960]	[1,1,2,2,1]
1475731517368014436	[6,11144,15276,15911,15931,15958,15971,15987]	[38,38,8,2,3,7,1,1]
1475851134831449913	[3,6,11,11061,11062,11144,15276,15915,15926,15945,15958,15982]	[1,61,1,1,1,61,3,1,1,1,1,1]
1476165758361942849	[19,10740,10742,10816,11076,11155,15276,15955,15973]	[2,2,2,2,2,2,2,2,2]
1476252021727632742	[2,9,19,10743,10900,11050,11052,15276,15930,15948,15969,15970,16015]	[1,2,1,1,1,2,2,5,1,4,4,1,1]
1476261999591167955	[6,11144,15276,15985]	[16,16,10,10]
1476315130605774254	[6,19,10740,10816,11144,15276,15922,15932,15958,15965,15973,15978,15985,16455,16456]	[5,1,1,1,4,9,1,1,2,4,1,1,4,1,1]
1476404345176106743	[2,5,6,14,19,10634,10700,10742,10767,10900,10938,11146,11176,15276,15932,15935,15958,15966]	[4,7,1,3,4,7,2,4,4,4,1,1,7,10,1,1,6,3]
1476477527894310723	[6,11144]	[1,1]
1476491352927677070	[11,11061,11063,15276,15945]	[1,1,1,1,1]
1476675967414577851	[2,6,10854,10896,11144,15276,15911,15958,15970,16012]	[2,7,2,2,7,3,1,1,2,2]
