4814451730553094209	[15276,15912]	[27,27]
4814486026752342415	[2,7,19,10518,10525,10740,10816,10900,15276,15928,15930,15933,15970,15995]	[2,19,18,19,19,18,18,2,6,4,2,2,2,4]
4814762001989069913	[6,11144,15276,15932,15978,16017]	[22,22,3,3,2,2]
4814836938411842201	[15276,15958]	[3,3]
4814992019030631850	[6,11142,11144,15276,15932,15947,15954,15958,16444,16455,16485]	[25,4,25,5,4,1,5,1,1,1,1]
4815025507071821117	[19,10740,10816,15276,15922,15973]	[5,5,5,5,5,5]
4815032377108931592	[6,11142,11144,15276,15932,15954,15978,15996,16006]	[160,6,160,7,7,6,1,1,1]
4815578335631475789	[1,10278,10298,15276,15929]	[8,8,8,6,6]
4815612419718862404	[9,10606,11047,11048,15276,15928,15931,15942,15955,15958,15973,15976]	[34,4,14,14,33,1,1,30,4,1,4,1]
4815639137395922660	[6,8,13,11144,15276,15932,15936,15957]	[65,1,2,65,3,2,1,2]
4815715275687336467	[12,15276,15941,15958,15975,16010,16441]	[1,8,1,7,4,1,4]
4815793691354128804	[6,9,10600,11144]	[18,2,2,18]
4816188982006218417	[6,13,11144,15276,15957]	[13,1,13,1,1]
4816197515953427393	[2,10900]	[1,1]
4816222045725264026	[2,11,19,10742,10767,10900,10901,10906,11060,15276,15955,15958,15970]	[8,1,8,8,8,8,6,6,1,24,6,16,2]
4816249314998799173	[12,15276,15912,15941,15958,16010]	[1,7,5,1,1,1]
4816369304951706305	[6,9,11050,11053,11144,15276,15912,15942,15958,15959]	[4,8,8,8,4,34,25,8,1,1]
4816596747593376374	[1,6,13,19,10278,10298,10740,10816,11144,15276,15932,15952,15957,15958]	[13,59,1,27,13,13,27,27,59,3,1,1,1,1]
4816890010259401983	[6,11144,15276,15958]	[3,3,1,1]
4816988643517211027	[6,11144,15276,15932,15978,16017]	[23,23,1,1,1,1]
