3900038449862932319	[11,10611]	[291,291]
3900364072624010857	[6,13,11144,15276,15932,15957]	[42,2,42,2,2,2]
3900367156281724315	[6,11142,15276,15932,15954]	[3,3,3,3,3]
3900499368075354805	[2,6,7,9,19,10520,10532,10740,10816,10900,10901,10904,11050,11051,11053,11055,11076,11144,11150,11155,15276,15922,15932,15942,15944,15959,15960,15970,15973,15978]	[13,123,1,66,7,1,1,7,2,13,5,5,54,3,53,4,6,123,5,1,62,6,3,43,5,1,1,13,2,3]
3900697064461946726	[2,10900,15276,15933,15970]	[1,1,1,1,1]
3900713915811344252	[6,13,11144,15276,15932,15957]	[8,3,8,3,3,3]
3900725098220300733	[6,7,11,13,19,10519,10524,10527,10541,10740,10816,11144,11146,15276,15922,15928,15931,15932,15935,15945,15957,15958,15963,15965,15973,16447]	[44,12,1,1,2,5,7,5,7,2,2,36,8,15,2,3,2,5,4,1,1,5,1,1,2,2]
3901126478225371799	[6,13,11101,11144,11146,15276,15932,15935,15957,15959,15960,15978,16017]	[38,1,1,38,1,9,9,1,1,1,1,5,5]
3901269600327182473	[6,11146,15276,15932,15935]	[8,8,8,8,8]
3901280162381217173	[15276,15912]	[20,20]
3901448116364382162	[2,3,17,10900,10902,10913,11184,11185,15276,15915,15958,15970]	[395,1,7,390,5,5,7,7,5,1,2,2]
3901480293389401329	[6,11142,11146,15276,15932,15935,15954]	[31,18,13,31,21,13,18]
3901537884449775302	[6,13,19,10740,10816,11142,11144,15276,15932,15954,15957,15978,16017]	[39,3,2,2,2,13,26,33,31,13,3,1,1]
3901569544250712304	[12,15276,15941,16010]	[2,2,2,2]
3902078270790255491	[6,11144,11146,15276,15932,15935]	[16,16,5,5,5,5]
3902135726362430751	[6,11144,11146,15276,15931,15932,15935,15958]	[9,7,2,3,1,2,2,1]
3902345424998175916	[6,9,19,10603,10606,10742,10765,11050,11051,11108,11144,15276,15942,15955,15958,16448,16466]	[53,7,1,5,1,1,1,1,1,5,53,3,3,1,1,1,1]
3902734174478567265	[1,6,9,13,19,10279,10740,10742,10816,11050,11052,11076,11144,11146,11155,15276,15929,15932,15935,15955,15957,15958,15959,15960,15967,15971,15973,15976,15978,16017,16440,16446]	[1,122,1,3,4,1,4,4,4,1,1,4,119,7,4,33,1,12,7,4,3,2,11,11,1,2,4,3,3,3,2,2]
3902808286943327193	[6,11142,15276,15932,15954,15959,15960]	[5,5,58,5,5,53,53]
3902904295057670243	[6,11144]	[15,15]
