2002521303816603730	[6,11144]	[1,1]
2002637820382271176	[2,11,10614,10900,11058,15276,15912,15958,15959,15963,15970,15971,16440,16442]	[8,1,1,8,1,29,17,8,2,2,4,1,1,2]
2002788982231035277	[12,19,10740,10816,15276,15922,15941,15973,16010]	[10,13,13,13,23,13,10,13,10]
2002884040740941938	[2,6,9,13,19,10740,10742,10744,10746,10813,10814,10816,10900,10901,10904,10906,11076,11144,11150,15276,15922,15942,15944,15955,15957,15958,15970,16448]	[67,8,1,1,165,164,6,1,1,20,2,124,39,46,40,6,22,8,22,55,40,1,22,6,1,6,47,6]
2003161263770300724	[1,10272,10279,10281,15276,15929,15967]	[3,3,2,3,2,2,2]
2003305082017044854	[1,2,17,10274,10276,10709,10900,10902,10911,15276,15919,15929,15958,15970,16002,16016,16458,16467,16481]	[8,4,4,3,3,4,4,4,4,19,4,8,10,4,3,3,3,3,3]
2003954371705320061	[2,4,7,11,10332,10419,10518,10519,10525,10850,10871,11060,15276,15928,15945,15950,15958,15970,15986,15991,15995,16003,16447,16462,16464,16468]	[1,1,27,2,1,1,26,1,26,1,1,2,10,8,2,6,1,1,1,1,6,1,1,1,1,1]
2004148292372290322	[6,11144]	[11,11]
2004202755235682840	[9,11050,11053]	[8,8,8]
2004800871436821163	[1,10272,10279,10281,15276,15929,15967]	[18,18,4,18,4,4,4]
2005464596072281952	[6,11144]	[1,1]
2005547828513881189	[15276,15958,15963,16442]	[24,24,2,2]
2005822259207253941	[6,11144]	[6,6]
2006193819001386419	[15276,15937,15958,15963,15975,16441,16442,16443]	[24,3,24,6,5,5,6,3]
2006259589132355297	[6,13,11144,15276,15932,15952,15957]	[12,3,12,4,3,1,3]
2006267881830239320	[6,9,13,11055,11144,15276,15931,15932,15937,15957,15958,15975]	[5,2,1,2,5,3,1,1,1,1,1,1]
2006342410365134505	[6,9,13,10603,11108,11144,15276,15931,15932,15957,15958]	[39,2,2,2,2,39,3,1,2,2,1]
2006466008699110370	[6,11144,15276,15947,15958,16444]	[20,20,2,2,2,2]
2006489898368048498	[15276,15937,15941,15958,15975,16441,16443]	[11,4,1,10,10,10,4]
2006551626214661364	[2,6,8,9,16,11033,11050,11053,11144,15276,15911,15932,15936,15942,15958,15963,15977,15978,16442]	[1,17,1,3,1,1,3,3,17,6,1,2,1,3,1,1,1,1,1]
