513142131602731398	[6,11144]	[12,12]
513280435176412972	[15276,15958,15971,16440]	[23,23,11,11]
513359374940269303	[15276,15928]	[1,1]
513362868633875188	[2,6,11,13,19,10740,10816,10900,11060,11101,11104,11144,11146,15276,15922,15927,15931,15935,15958,15971,15973,16440,16446]	[1,17,2,8,2,2,2,1,2,8,8,16,1,22,2,1,5,1,19,1,2,1,1]
513492296303429854	[6,11144,15276,15912,15931,15958]	[24,24,3,1,2,2]
513697065319366794	[6,13,11144,15276,15932,15957,15978,16017]	[25,3,25,9,9,3,6,6]
513716025892457344	[11,10614,11060,15276,15945,15958,15989]	[1,1,1,3,1,2,1]
513762287540316183	[11,15276,15945]	[1,1,1]
513771385405749763	[1,6,9,10278,10298,11050,11053,11144,15276,15914,15929,15932,15978]	[14,15,1,14,14,1,1,15,16,1,14,1,1]
513829480090229903	[1,19,10274,10740,10816,10922,15276,15922,15929,15973,16002]	[9,3,1,3,3,8,2,1,1,1,1]
513879713287681095	[6,13,11144,15276,15932,15957]	[5,1,5,1,1,1]
513972299524336210	[15276,15912]	[9,9]
513998857574393483	[6,9,12,10603,11050,11051,11108,11144,15276,15931,15932,15941,15952,15958,16010]	[5,3,1,3,3,3,3,5,16,14,1,1,1,14,1]
514089331395596073	[13,19,10740,10816,11101,11104,15276,15922,15973]	[1,1,1,1,1,1,1,1,1]
514102549161064953	[19,10740,10816]	[10,10,10]
514149272090844423	[1,6,10274,10278,10298,11144,15276,15929,16002]	[13,4,4,4,4,4,12,12,2]
514170365892471153	[2,4,10332,10419,10850,10871,15276,15912,15970,15986]	[1,1,1,1,1,1,3,2,1,1]
514488394976033742	[1,2,3,14,19,10278,10300,10697,10742,10768,10900,15276,15911,15915,15923,15928,15929,15948,15958,15963,15969,15970,15976,15981,16442]	[16,56,1,2,1,16,16,2,1,1,56,47,1,1,2,1,1,1,33,7,1,5,2,2,7]
514630555251608976	[6,11144,15276,15959]	[9,9,1,1]
514791442103077319	[6,11144,15276,15953,15958,15980,16014,16465]	[21,21,3,1,1,2,1,1]
