2553200901276045704	[15276,15958]	[1,1]
2553329148694639243	[6,7,19,10524,10541,10742,10758,11144,15276,15927,15928,15972,15976]	[5,4,1,4,4,1,1,5,8,4,4,1,1]
2553340674763439328	[6,11146,15276,15932,15935]	[1,1,1,1,1]
2553540682016406654	[1,19,10279,10740,10816,15276,15922,15929,15958,15967,15973,16470,16471]	[3,2,3,2,2,5,2,3,1,3,2,1,1]
2553663992190017908	[1,19,10274,10740,10816,15276,15922,15929,15973]	[1,2,1,2,2,2,1,1,1]
2553693109051805355	[1,19,10273,10274,10286,10740,10816,11076,11155,15276,15922,15929,15958,15973,15975,16441]	[7,2,2,2,2,2,2,2,2,7,2,5,2,2,1,1]
2553786907462432353	[15276,15912]	[39,39]
2553968910925069335	[1,2,6,10272,10279,10281,10900,11144,15276,15929,15932,15967,15978,16017]	[9,5,44,4,4,4,5,44,10,9,1,4,1,1]
2554028525412295762	[6,11144,11146,15276,15935,15958,15971,16440,16446]	[10,10,2,2,2,2,2,2,2]
2554092576524582749	[6,13,19,10740,10742,10765,10816,11144,11146,15276,15922,15931,15932,15935,15957,15958,15973]	[11,1,1,1,1,1,1,11,1,4,1,1,2,1,1,1,1]
2554151461426479381	[15276,15937,15958,15963,15975,16441,16442,16443]	[4,1,4,1,3,3,1,1]
2554285343772284372	[9,10603,11047,11050,11051,11108,11110,15276,15932]	[5,1,4,1,1,1,4,1,1]
2554372714976809186	[6,9,13,11050,11053,11144,11146,15276,15932,15935,15936,15942,15957,15958,15959,15960,15971,16440,16446]	[61,35,1,35,35,61,1,39,2,1,1,35,1,1,2,1,1,1,1]
2554378439081036510	[15276,15937,15958,15971,15975,16440,16441,16443]	[16,12,7,1,14,1,5,3]
2554462032973443920	[1,6,10273,10286,11142,11144,15276,15932,15954]	[1,12,1,1,5,7,5,5,5]
2554516275798353326	[13,19,10740,10816,11101,11104,15276,15922,15973]	[13,3,3,3,13,13,3,3,3]
2554627950864724537	[6,9,19,10600,10740,10816,11144,15276,15922,15932,15973,15978,16017]	[16,6,4,6,4,4,16,5,4,1,4,1,1]
2554687395564860113	[14,10937,15276,15966]	[4,4,4,4]
2554746427076473523	[5,6,9,14,10634,10938,11055,11144,11176,15276,15942,15947,15958,15962,15963,15966,16442,16444,16466,16476]	[1,39,2,2,1,2,1,39,1,13,2,3,10,1,1,2,1,3,1,1]
2554805934218045716	[6,19,10740,10816,11144,15276,15958,15975,16441]	[39,3,3,3,39,8,8,2,2]
