161920251097295465	[6,11144]	[8,8]
162008434502858242	[6,9,19,10740,10816,11146,15276,15922,15932,15935,15942,15973]	[1,1,2,2,2,1,3,1,2,1,1,1]
162061948571673960	[6,13,19,10740,10816,11076,11101,11104,11144,11155,15276,15912,15922,15932,15952,15957,15958,15962,15973]	[32,5,7,7,7,1,5,5,32,1,13,1,6,1,1,3,1,1,7]
162119945219656380	[9,19,10740,10816,11047,11110]	[3,2,2,2,3,3]
162160361110802822	[2,3,6,10847,10900,11144,15276,15915,15925,15959,15970]	[189,2,4,2,189,4,14,2,2,1,13]
162170282563866869	[2,6,9,19,10744,10747,10900,11142,11144,15276,15932,15942,15954,15970]	[1,14,27,1,1,1,1,6,8,34,6,27,6,1]
162409533544127525	[2,6,9,19,10740,10816,10900,11050,11052,11053,11055,11144,15276,15922,15937,15942,15958,15973,15975,16466]	[1,21,21,1,1,1,1,8,3,5,2,21,18,1,1,15,1,1,2,1]
162616531536162499	[6,13,11144,15276,15932,15952,15953,15957,15958,15971,15978,15987,16017]	[103,2,103,8,3,1,1,2,1,3,1,3,1]
162733965142742285	[6,13,11144,11146,15276,15932,15935,15957,15958,15959,15971,15978,16017,16440,16446,16463]	[23,2,23,2,5,3,2,2,2,2,2,1,1,2,2,1]
162853234610727057	[15276,15958,15975,16441]	[7,7,6,6]
162906764837838460	[6,11144]	[4,4]
163547384893072360	[19,11076,11148,15276,15912,15958]	[1,1,1,4,2,2]
163657577392857532	[6,11144,15276,15912]	[29,29,2,2]
163923094308014578	[6,9,11144,15276,15942,15952,15963]	[47,2,47,4,2,1,1]
164022622556255167	[9,11055,15276,15931,15937,15958,15975]	[4,4,3,1,2,1,2]
164125339930416989	[6,13,11142,11144,15276,15932,15952,15954,15957,15959,15960,15962]	[74,1,10,64,16,11,1,10,1,3,3,1]
164158953988454759	[1,19,10274,11076,11155,15276,15929,16002]	[1,1,1,1,1,1,1,1]
164243007416054390	[1,10272,10281,15276,15958]	[1,1,1,7,7]
164348758818779148	[1,6,8,10274,10279,11144,11146,15276,15912,15929,15931,15932,15935,15936,15958,15959,15963,15967,15971,16000,16002,16440,16442,16463]	[6,31,1,1,2,31,2,24,1,6,11,3,2,1,14,2,2,2,1,1,1,1,2,1]
164411011109595549	[1,6,7,11,14,10274,10278,10298,10519,10527,10697,11060,11144,15276,15923,15929,15932,15936,15945,15958,15971,15978,16002,16017,16440,16450,16453]	[1,43,1,3,1,1,1,1,1,1,1,3,43,20,1,1,3,1,2,14,1,2,1,2,1,1,1]
