340318238882820316	[15276,15912]	[6,6]
340367043084555647	[2,3,4,6,10241,10459,10847,10850,10859,10876,10900,10917,11144,15276,15915,15925,15927,15934,15958,15970,15971,15975,16440]	[19,15,2,6,15,2,15,2,15,2,2,15,6,24,15,12,2,2,4,1,1,2,1]
340508973596915682	[1,10272,10281]	[1,1,1]
340656462453403641	[9,19,10742,10765,15276,15942]	[2,5,5,5,2,2]
340725266874538545	[2,5,6,8,11,12,10634,11033,11060,11144,11146,11176,15276,15911,15932,15935,15936,15941,15953,15958,15963,15971,15975,15978,16010,16017,16440,16441,16442,16446,16453]	[1,1,47,1,1,1,1,1,1,47,1,1,23,1,1,1,1,1,1,20,2,9,2,1,1,1,9,2,2,1,1]
340928959636507591	[6,13,11144,15276,15911,15932,15957,15958,15971,15978,16017,16440]	[21,2,21,6,1,4,2,1,1,2,1,1]
341158466849039552	[6,18,11146,15276,15932,15935,15988]	[15,1,15,16,15,15,1]
341347412819456539	[2,6,10854,10896,11144,15276,15952,15970,16012]	[1,6,1,1,6,2,2,1,1]
341428756189455976	[1,2,10272,10281,10900,15276,15970]	[47,1,47,47,1,1,1]
341479800522583540	[6,13,11144,15276,15932,15957,15978,16017]	[53,2,53,8,8,2,5,5]
341551013434868250	[1,10278,10298,15276,15929]	[8,1,1,7,7]
341668399902282060	[1,19,10274,11076,11155,15276,15929]	[2,1,2,1,1,2,2]
341740926981643902	[1,10273,10274,10279,10919,10922,15276,15929,15959,15967]	[15,11,1,2,11,12,5,4,1,2]
341819918019028007	[5,6,9,19,10637,10740,10816,11144,11146,15276,15912,15922,15932,15935,15942,15958,15970,15971,15973,15978,16012,16440,16446]	[1,62,1,1,1,1,1,62,1,18,15,1,1,1,1,1,1,1,1,1,1,1,1]
342994118738819064	[2,10900,15276,15912,15970]	[3,3,7,6,1]
343015565474362731	[2,17,10709,10902,10910,10911,15276,15919,15956]	[2,1,1,2,1,1,2,1,1]
343121373993669116	[3,4,5,6,8,11,13,10239,10240,10329,10393,10634,11060,11144,11146,11176,15276,15932,15935,15936,15952,15957,15958,15959,15960,15963,15971,15978,16017,16440,16442,16446]	[1,1,9,69,2,1,10,1,1,1,1,9,1,67,2,9,79,11,2,2,1,10,64,2,2,6,20,1,1,20,6,2]
343286938896838761	[15276,15912,15937,15958,15975]	[10,7,1,2,1]
343542619057388463	[6,13,11144,11146,15276,15932,15935,15957,15959,15960]	[49,7,49,1,8,7,1,7,1,1]
343705065061781562	[2,6,10900,11144,15276,15932,15958,15970]	[6,3,6,3,9,1,7,1]
