2972262193114683733	[15276,15958]	[3,3]
2972346685788513556	[9,15276,15942]	[1,1,1]
2972412348948684766	[6,11144]	[40,40]
2972415134496953584	[2,7,10518,10525,10900,10901,10907,15276,15911,15928,15930,15955,15958,15969,15970,15995,16447,16448]	[3,15,15,15,3,3,3,7,3,4,3,1,1,1,3,2,1,1]
2972419649892531858	[6,7,10518,10525,11144,15276,15928,15948,15981,15995]	[7,2,2,2,7,12,3,9,9,2]
2972512665043732123	[6,13,11144,15276,15932,15957]	[32,4,32,5,5,4]
2972609421621980621	[6,9,18,11050,11053,11144,15276,15912,15942,15988]	[14,9,1,9,9,14,11,1,9,1]
2972631051252310663	[1,2,6,19,10273,10286,10742,10767,10901,10906,10907,11144,11146,15276,15932,15935,15955,15958,15959,15960,15970,15971,15987,16440,16483]	[1,2,34,2,1,1,2,2,2,2,2,20,14,21,2,11,2,8,6,3,1,2,2,2,2]
2972765132969302557	[1,6,9,19,10272,10282,10603,10740,10816,11055,11108,11144,15276,15922,15932,15942,15973]	[7,24,6,6,7,7,4,6,6,2,4,24,14,6,6,2,6]
2972855552692965539	[9,11050,11053,15276,15942]	[5,5,5,5,5]
2972899541553224624	[2,17,10709,10710,10900,10902,10911,11091,15276,15919,15970]	[1,1,1,1,1,1,1,1,1,1,1]
2972953076645864863	[2,7,14,10519,10527,10900,10937,15276,15911,15928,15958,15966,16447]	[50,3,166,3,3,50,40,172,3,3,3,166,3]
2973068359908223358	[6,11144,15276,15932,15978]	[36,36,6,6,6]
2973149671482516993	[1,6,10272,10279,10281,11144,15276,15929,15967]	[6,9,6,3,6,9,3,3,3]
2973161024384315686	[6,11142,11144,11146,15276,15932,15935,15954,15959,15960]	[30,23,6,3,33,19,3,23,5,5]
2973177498005844449	[6,11144,11146,15276,15932,15935]	[95,95,1,3,3,1]
2973204642279266134	[2,19,10740,10742,10767,10813,10900,10901,10904,11076,11150,15276,15922,15944,15970]	[2,2,2,1,1,2,1,2,2,2,2,2,2,2,2]
2973265484683537944	[1,2,6,19,10272,10274,10278,10279,10281,10298,10740,10816,10900,11144,15276,15922,15929,15958,15967,15970,15973]	[23,1,12,5,5,1,13,5,5,13,5,5,1,12,24,1,21,1,5,1,1]
2973329149263473964	[6,9,10603,11050,11051,11108,11144,15276,15942]	[8,5,3,3,3,3,8,2,2]
2973378668579538651	[2,6,19,10740,10742,10767,10816,10900,11076,11144,11155,15276,15922,15965,15973]	[2,21,14,9,2,2,9,2,11,21,11,10,5,2,8]
