10039716233108424734	[6,11144]	[26,26]
10039718102126675280	[6,11144]	[7,7]
10039722243222124106	[7,11,13,10523,10611,10930,15276,15932,15943,15957,15958,16451]	[4,1,2,4,1,4,5,2,2,2,3,2]
10039731534175895500	[2,9,17,19,10740,10814,10900,10901,10904,11055,11076,11150,11184,11185,15276,15922,15944,15947,15958,15963,15970,16442,16444]	[219,1,9,4,4,4,215,4,4,1,1,1,9,9,41,4,1,2,36,5,2,5,2]
10039741222103345169	[19,10740,10816,15276,15928,15969]	[24,24,24,3,3,3]
10039771953142886173	[1,6,10274,10278,10298,11144,15276,15929]	[2,13,1,1,1,13,1,1]
10039772884134739967	[2,3,6,10900,11144,15276,15915,15970]	[1,1,44,1,44,2,1,1]
10039780691623632492	[6,11144,15276,15958]	[18,18,7,7]
10039783015574039557	[9,10603,11050,11051,11108]	[8,8,8,8,8]
10039819544358077883	[6,11142,15276,15932,15954,15959,15960]	[12,12,13,13,13,1,1]
10039887879934309358	[6,11144,15276,15932,15958,15978,16017]	[14,14,7,3,4,3,3]
10039888871867939354	[11,15276,15945,15953,15958,15971,16440]	[1,41,1,1,40,2,2]
10039889511357569008	[12,15276,15941,16010]	[1,1,1,1]
10039901696466944430	[1,15276,15929]	[1,1,1]
10039951403382059834	[6,9,11144,15276,15932,15942]	[11,1,11,2,1,1]
10039957655781622552	[6,19,10740,10816,11076,11144,11148,11155,15276,15917,15922,15938,15973,15985]	[19,21,3,3,20,19,17,3,38,32,1,3,3,3]
10039993154583996321	[15276,15937,15958,15975,16441,16443]	[2,2,2,2,2,2]
10039994811781501227	[6,13,11144,15276,15932,15957]	[7,2,7,2,2,2]
10040010062306497268	[1,19,10274,10278,10279,10298,10922,11076,11155,15276,15929,15948,15950,15958,15967,16002]	[14,1,7,4,2,4,1,1,1,14,10,1,2,1,2,3]
10040022334407475330	[19,10740,10816,11076,11088,15276,15922,15973]	[5,5,5,2,2,5,5,5]
