10071356491424626205	[15276,15958]	[1,1]
10071358977020705717	[1,6,9,11,12,13,19,10273,10278,10298,10614,10740,10816,10919,11050,11053,11144,15276,15912,15922,15929,15932,15941,15942,15945,15957,15973,15989,16010]	[3,12,3,4,2,3,1,1,2,2,4,1,1,1,2,2,12,18,4,1,2,3,2,3,4,3,1,4,2]
10071372212868699073	[6,13,19,11076,11144,11155,15276,15932,15952,15957,15958,16008,16016,16467]	[11,2,1,1,11,1,5,1,1,2,1,2,1,1]
10071388240896682934	[6,11144,11146,15276,15958]	[6,1,5,1,1]
10071395454099233594	[2,19,10744,10747,10900,15276,15970]	[1,1,1,1,1,1,1]
10071401192608797711	[2,6,9,10900,11142,11144,11146,15276,15932,15935,15942,15952,15954,15959,15960,15970,15978]	[1,249,2,1,3,249,6,16,10,6,2,1,3,2,2,1,1]
10071436459122775418	[5,10634,11176,15276,15958,15994]	[2,2,2,10,6,4]
10071439455964416597	[6,13,11144,15276,15931,15932,15957,15958]	[44,1,44,3,2,1,1,2]
10071462889513244095	[1,6,10278,10298,11144,15276,15929,15931,15958]	[3,22,3,3,22,10,3,5,7]
10071466845271100999	[1,6,10274,11144,11146,15276,15935,15943,15958,15959,15960,15963,15971,16002,16440,16442,16446,16463,16479]	[1,9,1,9,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1]
10071473512403699713	[19,10740,10816,11076,11159,15276,15922,15973]	[2,2,2,2,2,2,2,2]
10071481355189741252	[6,9,11144,15276,15942]	[4,1,4,1,1]
10071483870945064130	[2,6,13,17,19,10740,10816,10900,10902,10913,11144,11184,11185,15276,15932,15957,15978,16017]	[34,115,2,33,15,15,15,1,33,33,115,33,33,3,3,2,1,1]
10071489113407606523	[6,11144,15276,15958,15971,16440]	[5,5,1,1,1,1]
10071496675480465782	[2,6,9,13,19,10600,10742,10767,10900,11144,11146,15276,15932,15935,15957,15958,16446]	[1,28,2,1,1,2,1,1,1,15,13,16,12,13,1,3,1]
10071498373002452789	[9,19,10603,10740,10816,11076,11108,11155,15276,15912,15922,15941,15958,15973]	[1,3,1,3,3,1,1,1,49,43,2,2,1,3]
10071515795741451888	[6,11144,15276,15932,15978]	[27,27,1,1,1]
10071537679226554536	[6,11144]	[12,12]
10071564769482169272	[2,10848,10900,15276,15916,15958,15970]	[6,6,2,18,4,12,6]
10071592557638354157	[6,9,16,19,10740,10816,11076,11144,11155,15276,15922,15932,15942,15973,15977]	[44,1,1,2,2,2,2,44,2,3,2,1,1,2,1]
