2562678427341912220	[1,2,19,10274,10278,10279,10298,10740,10816,10901,10904,10922,11076,11148,11155,15276,15922,15927,15929,15943,15958,15967,15973,16002]	[96,2,26,12,61,15,61,18,16,2,2,10,14,7,7,103,11,1,83,4,1,15,13,8]
2562729527181241997	[19,10740,10742,10765,10816,15276,15922,15973]	[6,3,6,6,3,3,3,3]
2562794945592646140	[2,5,6,8,9,10634,10900,11055,11146,11176,15276,15932,15935,15936,15958,15970]	[4,3,10,1,1,3,4,1,10,3,19,10,10,1,7,1]
2562958948595382503	[6,13,11144,15276,15932,15957,15958]	[3,1,3,2,1,1,1]
2563014956613611736	[2,5,19,10634,10742,10767,10900,10901,10906,11076,11159,11176,15276,15948,15969,15970,15972]	[2,1,2,1,1,1,1,1,1,1,1,1,10,3,5,1,4]
2563082993666028622	[1,2,5,6,11,13,10279,10634,10900,11143,11144,11146,11176,15276,15913,15929,15931,15932,15935,15945,15953,15957,15958,15963,15967,15971,16005,16440,16442]	[1,2,1,14,2,1,1,1,2,1,12,2,1,25,1,1,4,3,2,2,2,1,18,2,1,8,1,8,2]
2563104873894266910	[1,6,10274,11144,15276,15912,15929,15952,15981,16002]	[3,46,2,46,11,4,3,3,1,2]
2563192800439075922	[12,13,11101,11104,15276,15932,15941,15943,15957,15958,16010,16451]	[2,139,139,139,143,139,2,2,139,2,2,2]
2563247891761051731	[2,4,5,6,10634,10850,11146,11176,15276,15931,15932,15934,15935,15958,15971,16440]	[1,1,4,3,4,1,3,4,19,1,3,1,3,15,1,1]
2563313565020937048	[1,10,19,10272,10273,10279,10281,10919,10922,11076,11155,15276,15920,15929,15943,15967,16002]	[7,2,1,1,6,1,1,6,6,1,1,3,2,1,1,1,1]
2563350824173267483	[1,6,19,10278,10298,10740,10816,11076,11144,11155,15276,15932,15973]	[8,35,1,8,8,1,1,1,35,1,2,1,1]
2563438431221669111	[1,19,10274,10279,10740,10816,11076,11155,15276,15922,15928,15929,15959,15967,15973,15982,15985,16002]	[7,9,2,1,7,7,4,4,15,7,1,7,2,1,7,2,1,2]
2563453105214181444	[9,19,10740,10816,11050,11051,15276,15922,15942,15973]	[2,4,4,4,2,2,5,4,1,4]
2563599193095498409	[6,11,11061,11063,11144,15276,15958,15959,15960,15980,15989,16014]	[5,2,2,2,5,7,3,1,1,1,2,1]
2563729486129506812	[6,9,19,10740,10816,11142,15276,15922,15932,15941,15942,15948,15954,15958,15959,15960,15971,15973,15981,16440]	[218,2,2,2,2,218,235,2,207,4,2,1,217,7,1,1,5,2,1,5]
2563740962523538460	[2,5,6,7,9,11,13,10519,10527,10634,10900,10901,10907,11050,11053,11060,11144,11176,15276,15932,15936,15942,15945,15957,15958,15963,15970,15971,16440,16442,16450,16453]	[2,1,56,3,13,11,3,3,3,1,2,2,2,13,13,11,56,1,69,4,9,12,9,3,51,1,2,11,11,1,9,9]
2563819644351252257	[1,5,6,11,13,10273,10634,10919,10922,11061,11063,11144,11176,15276,15932,15957,15958,15989]	[25,1,32,4,8,25,1,25,25,4,4,32,1,28,8,8,16,4]
2563913143119336188	[6,11144,11146,15276,15932,15935]	[9,8,1,1,1,1]
2564073636886963430	[1,12,10278,10298,15276,15911,15929,15941,16010]	[33,1,33,33,34,1,32,1,1]
2564127704663376157	[6,11146,15276,15932,15935]	[2,2,2,2,2]
