907538446367559753	[6,11144]	[2,2]
907647981856662933	[6,11144,15276,15932]	[19,19,1,1]
907656750198214077	[1,6,10278,10279,10298,11144,15276,15928,15929,15937,15958,15967,15975,16441,16443]	[20,9,16,3,16,9,23,1,19,1,3,3,1,1,1]
907745130011578045	[6,13,11144,15276,15932,15957,15978,16017]	[18,1,18,2,2,1,1,1]
907745222885669460	[1,5,6,7,10276,10519,10528,10634,11144,11176,15276,15958,15963,16442]	[1,1,2,2,1,2,2,1,2,1,49,49,28,28]
907928086045734962	[6,19,10740,10816,11076,11144,11155,15276,15922,15973]	[1,8,8,8,8,1,8,8,7,8]
907935426985428952	[6,11144,15276,15959,15960]	[13,13,8,8,8]
908167299347789556	[15276,15937,15958,15975,16441,16443]	[3,1,3,2,2,1]
908219385212966006	[1,6,7,10274,10278,10298,10519,10527,11144,15276,15912,15929,15932,15952,15958,16002]	[4,46,1,4,3,3,1,1,46,12,1,3,6,1,1,3]
908378670936501504	[6,7,11,15,18,19,10271,10519,10527,10740,10816,11060,11144,15276,15922,15928,15958,15973,15988]	[18,1,1,1,1,5,1,1,1,5,5,1,18,6,1,3,2,1,1]
908549477098518078	[5,6,8,9,10634,10970,10981,11050,11053,11055,11144,11146,11176,15276,15912,15921,15932,15935,15936,15942,15958,15971,15978,16440,16446]	[6,39,5,2,6,1,1,1,1,1,12,27,6,36,1,1,16,26,4,2,14,11,1,11,11]
908633682892443415	[2,6,9,19,10742,10767,10900,10901,10906,11142,11144,15276,15932,15942,15954,15955]	[1,25,5,1,1,1,1,1,1,2,23,14,8,5,2,1]
908711482432924063	[6,11144,15276,15958,15971,16440]	[11,11,2,2,1,1]
908734321996342791	[5,6,13,19,10634,10740,10816,11101,11104,11144,11176,15276,15922,15932,15957,15958,15963,15971,15973,16440,16442]	[2,4,2,1,2,1,1,1,1,4,2,21,1,2,2,18,4,2,1,2,4]
908769041786103790	[1,10272,10279,10281,15276,15929,15967]	[45,45,2,45,2,2,2]
908862788780140808	[1,10278,10298]	[1,1,1]
908912989071235202	[6,7,13,10520,10532,11144,11146,15276,15932,15935,15952,15957]	[24,1,3,1,1,21,3,7,5,3,1,3]
908973276332612699	[1,6,13,10278,10298,10300,11101,11104,11144,15276,15929,15932,15952,15971,15978,15987,15992,16017]	[68,60,5,66,10,56,5,5,60,76,68,2,3,2,2,2,1,2]
908975275905105057	[6,11144]	[3,3]
909033023900983756	[6,11144]	[6,6]
