3951742173594731416	[6,11144]	[2,2]
3951894167556646729	[6,13,11144,15276,15932,15957]	[13,1,13,1,1,1]
3951915295704818937	[2,6,13,19,10740,10813,10816,10900,10901,10904,10907,11076,11144,11150,15276,15922,15932,15944,15952,15957,15970,15973]	[22,7,1,15,15,1,1,14,16,14,3,14,7,14,25,15,1,14,1,1,22,1]
3952093915390998067	[6,9,10603,11050,11051,11108,11144,15276,15937,15958,15971,15975,16440,16441,16443]	[26,1,1,1,1,1,26,3,1,3,2,1,2,1,1]
3952101894528810202	[6,13,11144,15276,15932,15952,15957,15958,15962,15963,15978,16017,16442,16455,16456]	[18,2,18,5,4,1,2,2,1,2,2,2,2,1,1]
3952155192225852953	[6,11142,11144,15276,15932,15954]	[4,1,4,1,1,1]
3952162348259686237	[6,9,11144,15276,15942]	[31,1,31,1,1]
3952477222378745842	[1,2,5,8,11,10276,10614,10854,10900,10970,10981,11057,11178,11179,11180,15276,15914,15936,15952,15958,15970,15976]	[1,5,3,3,1,1,1,3,2,2,2,1,3,3,3,8,2,3,1,1,2,1]
3952511583831311114	[6,11144]	[21,21]
3952539192249143732	[6,11144,15276,15958]	[5,5,1,1]
3952818548130055847	[6,13,11144,15276,15932,15957,15958,15959,15960,15978,16017]	[177,15,177,26,20,15,6,1,1,2,2]
3952893608430463422	[6,11144,11146,15276,15932,15935,15958,15959,15960,15971,15987,16440]	[23,23,2,12,2,2,1,8,8,2,1,1]
3952998116788733878	[6,11144,15276,15958,15963,16442]	[42,42,1,1,1,1]
3953036206590873365	[7,10522,15276,15928]	[41,41,37,37]
3953112640607149878	[6,9,19,10740,10816,11050,11053,11055,11144,11146,15276,15922,15932,15935,15942,15959,15960,15969,15973,15978,16017]	[45,20,6,6,6,1,1,8,45,1,25,6,3,1,15,1,1,1,7,2,2]
3953216935241280831	[1,6,14,10272,10276,10279,10281,10937,11142,11144,15276,15911,15929,15932,15948,15954,15966,15967,15981,15998]	[10,90,1,6,1,7,6,1,26,64,39,1,10,15,2,26,1,8,2,1]
3953425984096252585	[6,11144]	[3,3]
3953434687431932540	[2,19,10740,10742,10816,10901,10906,15276,15955,15958,16448]	[1,1,1,1,1,1,1,1,1,1,1]
3953634600404472919	[1,2,5,6,11,10272,10276,10279,10281,10637,10854,10896,11060,11144,15276,15929,15932,15945,15957,15958,15963,15967,15970,15971,15998,16012,16440,16442]	[18,3,4,98,1,6,9,8,6,4,3,3,1,98,37,17,4,1,4,12,1,17,7,1,9,7,1,1]
3953740411312143079	[6,11144,15276,15958,15963,15971,15987,16442]	[34,34,5,4,1,1,1,1]
