3008287180948321991	[6,9,13,10603,11050,11051,11108,11144,15276,15931,15932,15957,15958]	[11,3,1,3,3,3,3,11,2,1,1,1,1]
3008293504463686479	[6,11146,15276,15912,15932,15935]	[2,2,3,1,2,2]
3008351948857448338	[12,15276,15941,16010]	[4,4,4,4]
3008365151676481469	[2,10900,15276,15927,15958,15963,16016,16442,16467]	[46,46,4,1,3,1,1,1,1]
3008405251165669773	[6,11144]	[2,2]
3008435781284842655	[6,11144]	[13,13]
3008754162955381986	[6,11144,15276,15958]	[11,11,1,1]
3008859055560164833	[2,14,10900,15276,15930,15966,15970]	[7,2,7,9,7,2,7]
3008860202456854961	[1,2,6,10272,10279,10281,10900,10901,10907,11144,11146,15276,15929,15930,15932,15935,15937,15958,15963,15967,15970,15975,16441,16442,16443]	[4,2,25,4,1,4,2,2,2,25,2,12,1,2,2,2,1,7,1,1,2,1,1,1,1]
3008866308601035454	[6,13,11144,15276,15932,15957,15958,15971,16440]	[2,2,2,5,2,2,3,1,1]
3008891923767201365	[15276,15912,15958]	[24,7,17]
3008958301376661842	[6,11144]	[19,19]
3009109955414714275	[7,19,10523,10740,10816,10930,11076,11155,15276,15922,15973]	[24,28,24,27,27,24,3,3,18,18,18]
3009209342157833981	[6,11144]	[1,1]
3009515857887919868	[2,10900]	[2,2]
3009792661119974581	[7,10519,10527]	[1,1,1]
3009797480510798290	[6,11144]	[3,3]
3009831630089252575	[2,10900,15276,15930,15933,15970]	[4,4,4,4,4,4]
3009876930177644042	[15276,15912,15953]	[31,31,6]
3009895600959523827	[6,13,11101,11104,11144,15276,15932,15957]	[3,12,2,2,3,13,13,12]
