1270022556764967641	[6,11144]	[13,13]
1270221700708296398	[2,6,9,13,19,10742,10767,10900,10901,10906,11047,11050,11051,11052,11053,11110,11142,11144,15276,15912,15917,15932,15942,15952,15953,15954,15955,15957,15970,15978,16017]	[5,140,33,5,1,1,1,5,1,1,8,24,2,18,4,8,21,118,68,23,1,30,8,2,1,21,1,5,3,2,1]
1270483349847834919	[1,10278,10298,15276,15929]	[26,26,26,26,26]
1270520548181366558	[2,9,19,10740,10742,10813,10816,10900,11076,11155,15276,15942,15955,15970,15973]	[1,4,10,4,3,1,3,1,9,9,8,4,3,1,3]
1270768146447536078	[15276,15943,15958,16451]	[4,4,4,4]
1270902960437266008	[6,11146,15276,15932,15935]	[2,2,2,2,2]
1270923417938092988	[2,5,7,10519,10527,10528,10634,10900,11176,15276,15928,15958,15970]	[11,1,5,5,1,4,1,11,1,20,2,17,1]
1270974095460335783	[2,17,10902,10913,11184,11185,15276,15958]	[8,10,8,8,10,10,2,2]
1271004668837629508	[9,11050,11052,15276,15942,15958,15963,15971,16440,16442]	[1,1,1,21,1,20,2,2,2,2]
1271043563388568325	[2,6,9,19,10740,10813,10816,10900,11047,11076,11110,11144,11146,11155,15276,15922,15932,15935,15958,15970,15971,15973,16440,16446]	[1,3,3,11,8,1,7,1,3,10,3,2,1,10,10,7,1,1,1,1,1,7,1,1]
1271092410238203902	[9,11055,15276,15931,15937,15958,15975]	[2,2,4,3,1,3,1]
1271615080400066387	[6,11144]	[1,1]
1271635005970398747	[6,9,11144,11146,15276,15932,15935,15942]	[91,1,88,3,4,3,3,1]
1271743743519678106	[6,13,11144,15276,15932,15952,15957,15958,15959,15960,15971,15987,16440,16483]	[29,3,29,18,3,2,3,11,2,2,2,2,1,1]
1271956093437064797	[6,11144,11146,15276,15931,15932,15935,15958,15978]	[21,21,1,4,1,2,1,2,1]
1272133848180025144	[6,11144,11146,15276,15932,15935,15978,16017]	[9,8,1,2,2,1,1,1]
1272569576575100439	[6,11144]	[1,1]
1272864996443415143	[6,11144,11146,15276,15932,15935,15958,15971,15987,16440,16483]	[27,27,1,4,1,1,1,3,3,1,1]
1273293600655099624	[6,11144]	[69,69]
1273298908716300941	[1,2,6,13,19,10274,10740,10813,10816,10900,11076,11101,11104,11144,11155,15276,15922,15929,15932,15957,15958,15970,15973,16002,16470,16471]	[1,1,11,3,25,1,24,1,23,1,3,2,2,11,3,29,23,1,2,3,3,1,23,1,2,2]
