2267655139199775618	[2,10900]	[2,2]
2267721981802364205	[6,11,11060,11144,11146,15276,15932,15935,15958,15978]	[8,1,1,1,7,16,9,7,7,1]
2267917356304117433	[6,19,10740,10816,11076,11144,11148,11155,15276,15922,15973]	[18,27,21,21,13,18,4,9,21,18,21]
2268248556552781074	[1,15276,15929]	[1,1,1]
2268283908084305047	[2,10,19,10740,10816,10900,10935,15276,15961,15970]	[2,1,16,16,16,2,1,2,2,2]
2268844141726346505	[1,2,10273,10900,10901,10907,10919,10922,15276,15911,15930,15943,15958,15970,16451]	[21,3,21,3,3,3,21,21,8,1,3,4,4,3,4]
2268907750200376620	[2,4,6,10353,10503,10850,10883,11146,15276,15921,15932,15934,15935,15958,15970,15979]	[1,1,7,1,1,1,1,7,16,2,7,1,7,6,1,1]
2269091020819557178	[3,6,10257,11144,11146,15276,15915,15932,15935,15953,15958,15971,15975,15978,16004,16017,16440,16446]	[2,59,2,59,1,6,2,2,1,1,1,1,2,2,2,2,1,1]
2269259001430605757	[6,13,11144,15276,15932,15957,15958,15971,16440]	[25,2,25,22,1,2,20,6,6]
2269449683379556992	[15276,15958,15975,16441]	[9,9,1,1]
2269483849778950650	[1,9,10274,10278,10298,11047,11110,15276,15929,15932,16002]	[2,36,2,2,2,36,36,25,2,23,2]
2269544734330895818	[6,12,11144,15276,15931,15941,15975]	[14,1,14,6,1,5,2]
2269836671791013457	[2,11,10614,10900,11061,11062,15276,15945,15970,15989]	[1,2,2,1,2,2,3,2,1,2]
2270498169865922415	[6,13,16,11144,11146,15276,15932,15935,15957,15977]	[24,3,3,24,1,7,2,1,3,3]
2270878733186786211	[2,10902,10913,15276,15911,15928]	[6,6,6,2,1,1]
2271236644161492566	[6,11142,11144,15276,15932,15937,15954,15958,15959,15960,15975,16441,16443]	[62,47,15,90,68,2,84,5,37,2,2,1,1]
2271644789307126813	[11,10611,15276,15985]	[1,1,1,1]
2271761179686535312	[1,2,6,11,19,10274,10743,10744,10747,10900,11144,15276,15911,15929,15930,15945,15948,15953,15958,15963,15970,15981,15985,16002,16015,16442]	[1,1,2,1,1,1,1,1,1,1,2,73,1,1,1,1,2,1,44,13,1,2,23,1,1,13]
2272088703652508740	[6,11,11144,15276,15921,15945,15958]	[5,1,5,17,1,1,15]
2272218612735065308	[6,19,10740,10816,11076,11144,11148,11155,15276,15922,15928,15973,15981]	[4,8,4,4,5,4,4,1,21,3,14,4,3]
