3307188291362203898	[15276,15958]	[3,3]
3307561931265650813	[6,13,19,10740,10816,11076,11101,11104,11144,11155,15276,15932,15957,15973]	[4,5,2,2,2,2,1,1,4,2,7,5,5,2]
3307668145216604210	[6,11144]	[1,1]
3307870704362713278	[6,11144]	[6,6]
3308746600579133713	[6,13,11144,15276,15913,15914,15932,15947,15957,15958,15978,16444]	[170,1,170,11,1,5,7,1,1,1,6,1]
3310434886504004636	[2,3,17,10222,10223,10709,10710,10718,10900,10902,10911,11091,15276,15919,15937,15958,15970,15971,15975,16440,16441,16443,16449]	[15,1,11,1,1,11,2,2,12,11,11,2,46,11,14,34,8,2,17,2,15,12,1]
3310638260280758973	[2,4,10332,10850,10871,15276,15970,15986]	[1,1,1,1,1,1,1,1]
3310948813065383363	[15276,15958,15963,15985,16442]	[43,41,20,2,20]
3311189236503840047	[5,10634,11176,15276,15958]	[1,1,1,3,3]
3312026222148250207	[2,3,6,8,9,13,19,10740,10816,11033,11055,11144,15276,15911,15915,15922,15932,15936,15937,15942,15957,15958,15963,15973,15975,15978,16017,16442,16453]	[1,1,70,2,7,1,1,1,1,1,6,70,10,1,1,1,1,2,3,1,1,1,1,2,3,1,1,1,1]
3312244471326025857	[6,9,13,16,11055,11144,15276,15932,15937,15957,15959,15960,15975,15977]	[40,4,3,1,4,40,8,3,2,3,1,1,3,1]
3312395098003499612	[2,6,16,10854,11144,11180,15276,15911,15932,15958,15970,15977,15978,16009,16017]	[8,21,1,8,21,8,18,9,1,9,8,1,1,8,1]
3312466366709885559	[2,19,10744,10747,10900,15276,15912,15948,15953,15970,15981]	[1,1,1,1,1,16,12,2,1,1,2]
3312693072901280487	[2,3,6,8,13,17,19,10740,10816,10900,10902,10913,10967,10998,11101,11144,11184,11185,15276,15915,15932,15957,15958,15959,15960,15970,15971,16440]	[28,2,41,1,7,24,54,54,54,4,24,24,1,1,2,41,24,24,24,2,7,7,14,2,2,1,1,1]
3313033550549269343	[1,6,11144,15276,15929]	[1,35,35,1,1]
3313162803517615481	[1,6,10,11,14,19,10272,10279,10281,10614,10697,10740,10816,11058,11059,11060,11061,11063,11144,15276,15920,15923,15929,15936,15945,15958,15967,15989,16450,16453]	[6,63,2,30,1,67,5,3,5,6,1,67,67,1,1,2,18,18,63,36,2,1,4,1,29,1,3,5,1,1]
3313239397999342251	[1,11,16,10276,10279,11060,15276,15929,15945,15958,15963,15967,15971,15977,15998,16440,16442,16450,16458,16460,16461]	[22,6,2,2,4,4,100,22,2,82,6,6,2,2,2,2,6,2,4,4,2]
3313253498135527960	[2,10900,15276,15958,15970]	[3,3,2,1,1]
3313350547069946865	[1,2,6,7,19,10272,10274,10276,10278,10281,10298,10518,10525,10740,10742,10767,10816,10900,10901,10906,10907,11144,15276,15922,15929,15955,15958,15965,15967,15970,15973,15998,16002,16448]	[25,23,85,5,31,1,3,2,5,1,5,5,5,13,18,18,13,20,19,18,4,85,50,4,22,18,2,5,2,1,4,2,3,2]
3313509357440782338	[11,11060,15276,15945,15953,15958,15971,16440]	[4,3,13,2,1,11,1,1]
