5083518998202497300	[15276,15912]	[49,49]
5083521404186589449	[2,19,10742,10767,10900,10901,10906,15276,15955,15970]	[10,5,5,5,10,5,5,10,5,5]
5083549884077883897	[6,11144]	[2,2]
5083563780754343074	[7,10519,10527,15276,15947,15958,15963,16442,16444]	[2,2,2,22,4,22,4,4,4]
5083574552843360497	[6,9,19,10740,10816,11076,11144,11155,15276,15922,15928,15942,15952,15973]	[19,2,4,3,3,4,19,4,7,3,2,2,2,3]
5083581282551457947	[6,13,11142,15276,15932,15954,15957]	[15,2,15,17,17,15,2]
5083606165224876990	[6,11,11142,11144,11146,15276,15932,15935,15945,15954,15958,15959,15960,15963,16442]	[36,1,7,27,4,19,11,4,1,6,6,3,3,1,1]
5083619060059336673	[1,10278,10279,10298,15276,15929,15967]	[5,5,1,5,5,5,1]
5083655052191219330	[6,8,11144,15276,15932,15936,15978]	[14,1,14,2,1,1,1]
5083669689217511630	[6,11144]	[7,7]
5083678356714763064	[1,6,10278,10298,11144,15276,15911,15929,15958]	[1,1,1,1,1,4,3,1,3]
5083716647479033403	[2,6,10900,11144,15276,15970]	[1,2,1,2,1,1]
5083733732193533795	[6,9,11047,11055,11110,11144,15276,15932,15937,15965,15975]	[24,27,25,2,25,24,20,18,1,1,1]
5083796337950604134	[1,19,10274,10279,10740,10816,15276,15922,15929,15958,15967,15973,16002,16458,16460]	[10,1,7,1,1,1,11,1,10,1,1,1,3,1,1]
5083798667964319464	[19,10740,10816]	[3,3,3]
5083818267339778288	[1,6,11,11061,11063,11144,15276,15929,15958,15989]	[1,9,2,2,2,9,4,1,1,2]
5083822665718042435	[1,6,10278,10298,11144,15276,15929]	[2,3,2,2,3,2,2]
5083853692579072118	[2,10900,15276,15970]	[183,183,11,11]
5083885981423906406	[6,16,19,10740,10816,11144,15276,15922,15973,15977,15981]	[53,1,11,11,11,53,17,11,11,1,5]
5083887765475222389	[6,11144,15276,15958]	[64,64,30,30]
