1234901524575086584	[15276,15912]	[4,4]
1234960308712493327	[2,6,10900,11144,15276,15933,15958,15970,16468]	[1,30,1,30,1,1,1,1,1]
1235015137064695195	[1,10274]	[1,1]
1235143201153920757	[6,9,13,19,10740,10816,11047,11101,11104,11110,11144,15276,15922,15973]	[11,15,5,3,3,3,15,5,5,15,11,3,3,3]
1235320479717693312	[6,9,11144,15276,15932,15942,15958,15963,15978,16442,16455,16456]	[53,2,53,7,5,2,2,1,5,1,1,1]
1235327112690419195	[1,6,11,13,16,19,10740,10816,11144,11146,15276,15922,15929,15932,15935,15937,15945,15947,15957,15958,15971,15973,15975,15977,15978,15987,15992,16016,16017,16440,16441,16443,16444,16446,16455,16457,16467,16483]	[26,67,1,1,1,1,1,1,66,2,119,1,26,5,2,9,1,2,1,86,2,1,9,1,2,1,2,2,2,2,9,9,2,2,1,2,2,1]
1235514834949193294	[1,6,13,11144,15276,15929,15931,15932,15957,15958]	[1,46,1,46,5,1,3,1,1,3]
1235571155713748244	[6,8,11144,15276,15932,15936,15958,15959,15978,16017,16455,16456]	[73,1,73,4,2,1,1,1,2,1,1,1]
1235607637826895577	[6,19,10740,10816,11076,11144,11147,11155,15276,15958,15973,15978,16456]	[6,3,3,3,3,2,4,3,9,6,3,2,2]
1235669246761972217	[19,10740,10816,15276,15912,15922,15941,15973]	[1,1,1,10,8,1,1,1]
1235738473271905511	[1,7,10278,10300,10523,10537,15276,15911,15928,15958,15971,16440]	[17,2,17,17,2,2,9,3,2,4,1,1]
1235986217211999427	[1,2,6,19,10276,10740,10816,10900,11144,15276,15931,15958,15963,15970,16442]	[1,1,2,8,1,8,8,1,2,27,1,26,1,1,1]
1236105025978420338	[1,6,19,10278,10298,10740,10816,11076,11144,11155,15276,15922,15973]	[6,8,1,6,6,1,1,1,8,1,1,1,1]
1236142267924064556	[1,2,6,10274,10900,11144,11146,15276,15929,15932,15935,15958,16002]	[6,1,12,6,1,12,1,3,1,1,1,1,1]
1236641344525441525	[1,6,13,10278,10279,10298,11144,15276,15929,15931,15932,15957,15958,15967]	[4,20,1,2,1,2,20,10,4,5,1,1,5,1]
1236699151129329033	[2,9,12,10603,10900,10901,10907,11108,15276,15941,15942,15970,16010]	[7,2,1,2,7,7,7,2,9,1,1,7,1]
1236843231487635533	[2,3,7,17,19,10222,10223,10519,10527,10528,10709,10742,10767,10900,10902,10911,15276,15919,15931,15937,15947,15958,15963,15970,15975,16441,16442,16443,16444,16449]	[5,3,10,4,6,3,3,10,6,4,4,6,6,1,4,4,162,4,1,22,3,158,6,1,44,43,6,21,3,2]
1236906105426640795	[6,11144,15276,15931,15932,15952,15958,15976,15978,15985,16013,16454,16455,16474]	[98,98,7,1,4,2,2,1,3,1,1,1,1,1]
1237417463273026195	[6,11142,15276,15932,15954]	[1,1,1,1,1]
1237599502404387345	[6,9,13,11050,11053,11144,11146,15276,15911,15932,15935,15942,15957,15958,15963,15978,16442]	[56,2,1,2,2,56,1,11,4,4,1,2,1,5,1,2,1]
