2351438610491388066	[9,11050,11052,15276,15942,15975]	[16,16,16,16,16,16]
2351596468196125526	[2,6,9,13,19,10740,10816,10900,10901,10904,10907,11047,11076,11110,11142,11144,11146,11150,15276,15922,15932,15935,15942,15944,15954,15957,15970,15973]	[6,171,86,2,7,7,4,3,5,3,2,86,1,86,8,162,1,1,67,7,55,1,2,1,8,2,4,4]
2351616541130372997	[1,10274,10278,10298,15276,15929,16002]	[2,1,2,2,2,2,1]
2351758051360169100	[6,9,11055,11144,15276,15942]	[5,2,1,5,2,2]
2351801199820955587	[15276,15931,15958]	[1,1,1]
2351808193356972999	[2,3,5,7,17,10519,10527,10528,10634,10709,10902,10911,11176,15276,15915,15919,15943,15958,15975,16441,16449,16451,16459]	[10,1,2,3,10,3,1,2,2,10,10,10,2,34,1,10,10,34,1,1,10,10,1]
2351829129471584124	[6,11144,11146,15276,15932]	[16,6,10,10,10]
2351880829611139657	[1,2,4,6,16,19,10278,10300,10353,10503,10740,10816,10850,10883,10900,10947,10957,11144,15276,15911,15929,15934,15958,15970,15977,15979,15980,15982,16014]	[4,73,20,9,7,8,2,2,20,8,8,8,20,20,53,3,3,9,52,1,4,20,2,27,7,20,1,11,1]
2351933591887348390	[6,13,11144,15276,15932,15957,15978,16017]	[7,2,7,3,3,2,1,1]
2352031004342132706	[1,9,10279,10922,11050,11053,11055,15276,15929,15943,15958,15967,15975,16441,16451]	[2,4,2,2,2,2,2,5,2,1,3,2,1,1,1]
2352257720640348512	[2,10901,10907]	[10,10,10]
2352405150742043745	[7,19,10519,10527,10740,10816,15276,15947,15958,15971,16440,16444]	[1,6,1,1,6,6,58,1,58,22,22,1]
2352487272912386916	[15276,15912]	[5,5]
2352533099753912150	[13,11101,11104,15276,15932,15957]	[4,2,2,4,4,4]
2352545654975073451	[2,6,8,19,10740,10900,10901,10904,10970,10981,11144,15276,15922,15930,15936,15937,15958,15963,15970,15975,16441,16442,16443]	[2,4,27,1,1,1,1,1,27,27,4,44,1,1,27,4,12,1,1,5,2,1,1]
2352615494267115971	[6,13,19,10740,10816,11144,15276,15932,15952,15957]	[31,1,1,1,1,31,2,1,1,1]
2352659255923437578	[2,6,19,10739,10740,10742,10767,10814,10816,10900,10901,10903,10904,10906,10907,11076,11144,11155,15276,15918,15930,15955,15970,15973]	[19,20,26,3,10,20,15,7,3,10,18,3,2,12,5,3,20,3,22,3,8,15,13,3]
2352707597250323906	[15276,15958]	[21,21]
2352764700504583587	[9,11050,11051,15276,15942]	[6,6,6,6,6]
2352784518741542121	[6,19,10740,10816,11076,11144,11155,15276,15922,15938,15958,15973,15985]	[42,4,4,4,1,42,1,12,3,1,2,4,5]
