1351587568877486043	[6,11144]	[10,10]
1351594039416315455	[6,9,10603,11108,11144]	[5,4,4,4,5]
1351603452979549810	[1,6,9,19,10278,10298,10740,10742,10816,11076,11144,11155,15276,15932,15942,15955,15958,15973]	[2,63,1,1,2,2,1,1,1,1,63,1,9,1,1,1,6,1]
1351639266507426118	[6,11144]	[6,6]
1351844347017159609	[2,5,7,13,14,10519,10527,10634,10697,10900,11101,11104,11176,15276,15923,15932,15957,15958,15970]	[4,3,1,11,4,1,1,3,4,4,11,11,3,23,4,11,11,8,3]
1351923430133683454	[6,11144,15276,15941]	[27,27,3,3]
1351953895215687153	[2,3,10241,10847,10859,10900,10917,15276,15915,15925,15958,15970,15971,16440]	[17,12,2,5,2,12,2,32,12,4,8,16,8,8]
1352143200472293003	[5,6,10634,11142,11144,11146,11176,15276,15932,15935,15954,15959,15960]	[1,35,1,29,2,4,1,46,33,4,29,13,13]
1352149151807729987	[15276,15912,15947,15958,16444]	[5,1,1,4,1]
1352227391940517286	[2,6,8,9,10854,10896,10900,11144,11146,15276,15932,15935,15936,15942,15952,15953,15958,15959,15970,15971,15976,15978,16012,16440,16446,16455]	[2,153,6,1,1,1,1,153,7,18,6,7,7,1,1,2,2,1,2,2,1,1,1,2,2,1]
1352243840716946980	[6,11144,11146,15276,15932,15935,15959,15960]	[4,4,2,3,2,2,1,1]
1352538719005254513	[6,19,10740,10814,11144,11146,15276,15932,15935]	[10,8,8,8,8,2,2,2,2]
1352553581880077491	[2,6,13,10900,11144,11146,15276,15932,15935,15957,15958,15961,15970,15971,15987,16440,16483]	[1,32,1,1,23,9,12,10,9,1,1,1,1,1,1,1,1]
1352612903027969315	[7,10523,10930]	[63,63,63]
1352711656124634615	[15276,15911,15958]	[1,1,1]
1352788787946132213	[6,11144,15276,15937,15958,15975,16441,16443]	[1,1,56,3,55,27,26,3]
1352989921810131169	[6,7,10519,10527,11144,15276,15943,15958,16451]	[3,1,1,1,3,7,2,7,2]
1353074778876062366	[6,11144,15276,15958,15976,15978,16013,16454,16456,16474]	[13,13,2,2,1,1,1,1,1,1]
1353093795694029625	[6,9,13,11055,11144,15276,15932,15937,15957,15975]	[4,2,1,2,4,2,1,1,1,1]
1353185301715881275	[6,11142,15276,15912,15932,15954]	[3,3,18,15,3,3]
