3200506393473356708	[6,11144]	[27,27]
3200839703467519630	[6,13,11144,15276,15932,15957]	[7,1,7,1,1,1]
3200870897854765806	[19,10740,10816]	[8,8,8]
3201082304728194501	[6,13,11144,15276,15932,15957,15958,15976,15978,16013,16017,16454,16474]	[34,4,34,7,5,4,2,2,1,2,1,2,2]
3201095597246820755	[6,19,11076,11144,11146,11159,15276,15912,15932,15935]	[16,1,1,11,5,1,7,2,5,5]
3201294254099339565	[1,15276,15929]	[2,2,2]
3201724855021215613	[1,19,10278,10298,10740,10816,11076,11155,15276,15922,15929,15973]	[30,3,28,28,3,3,3,3,33,3,30,3]
3201762355859157845	[6,11144]	[2,2]
3201883573188956585	[2,6,9,19,10740,10816,10900,11144,15276,15912,15922,15938,15941,15942,15969,15970,15973]	[1,16,1,1,1,1,1,16,14,4,1,2,6,1,2,1,1]
3202320652414369919	[6,11144]	[3,3]
3202435940539770234	[2,6,9,19,10740,10901,10904,11050,11053,11144,15276,15912,15922]	[1,7,1,1,1,1,1,1,1,7,11,10,1]
3202519786717919177	[12,15276,15941,16010]	[3,4,4,3]
3202521497298551322	[9,19,10740,10816,15276,15912,15922,15942,15958,15973]	[4,4,4,4,11,6,4,4,1,4]
3202736425090695205	[11,11060,15276,15945,15958,15959,15960,15971,16440]	[1,1,17,1,8,8,8,1,1]
3202938236714820666	[15276,15911,15958]	[1,1,1]
3203003888120770544	[6,11144]	[53,53]
3203236465458255484	[2,6,9,13,10900,11050,11053,11101,11104,11144,11146,15276,15912,15932,15935,15942,15958,15970,15978]	[1,26,24,1,1,24,24,1,1,26,1,34,5,3,1,24,2,1,1]
3203490637269952728	[6,11144,15276,15931,15958]	[5,5,1,1,1]
3203520189955366679	[1,10273,10919,10922]	[1,1,1,1]
3203604007985085837	[6,9,13,11144,15276,15932,15942,15957]	[17,9,1,17,10,1,9,1]
