1289379706887144717	[15276,15958,15971,16440]	[15,15,3,3]
1289406217728090481	[2,6,19,10742,10767,10900,10901,10906,10907,11144,15276,15930,15931,15955,15958,15970]	[11,71,1,1,1,11,4,1,3,71,10,1,2,1,4,5]
1289409578064235752	[6,7,13,10519,10524,10541,11144,15276,15912,15928,15932,15953,15957,15958,15963,15978,15991,16003,16017,16442,16447,16462,16464]	[33,4,6,1,1,1,33,15,1,4,8,3,6,2,1,1,4,3,1,1,1,1,1]
1289457007354885773	[6,11144]	[7,7]
1289464458916270439	[1,6,10274,11144]	[1,9,1,9]
1289551893548595892	[6,11144]	[4,4]
1289580148243551043	[2,6,19,10740,10901,10904,11144,15276,15912,15922,15948]	[3,3,3,3,3,3,3,32,29,3,3]
1289604469781660324	[6,11144,11146,15276,15931,15935,15958]	[7,7,1,6,5,1,5]
1289624807157328458	[2,6,9,11,19,10740,10816,10900,11050,11052,11060,11076,11144,11146,11155,15276,15932,15933,15935,15945,15958,15970,15973,16468]	[2,15,3,1,1,1,1,2,3,3,1,1,13,2,1,7,1,1,2,1,3,2,1,1]
1289681691856564501	[6,11144]	[20,20]
1289708220726621925	[2,6,7,13,14,10519,10527,10900,10937,11101,11104,11144,15276,15932,15946,15953,15957,15958,15959,15960,15963,15966,15970,16442]	[89,41,8,7,22,8,8,89,22,3,3,41,149,7,10,1,7,74,2,2,37,22,43,37]
1289833728806691633	[6,11,11144,15276,15945]	[16,1,16,1,1]
1289845498791817924	[1,6,10278,10298,11144]	[1,13,1,1,13]
1289918322685567895	[1,10274,15276,15911,15943,15958]	[1,1,3,1,1,1]
1290116291803284475	[6,11146,15276,15932,15935]	[1,1,1,1,1]
1290355460790814381	[1,9,10279,11050,11053,15276,15929,15942,15967]	[1,3,1,3,3,2,1,1,1]
1290430066275342067	[1,6,10274,10278,10298,11142,11144,15276,15929,15931,15932,15954,15958,16002]	[5,8,5,5,5,4,4,12,5,3,3,4,3,5]
1290471807941606372	[11,19,10614,10740,10816,11060,11061,11063,15276,15945,15989]	[14,12,2,12,12,3,1,1,14,14,2]
1290531780958686537	[6,9,16,19,10740,10816,11050,11053,11055,11144,11146,15276,15922,15932,15935,15942,15958,15973,15977,15980,16014]	[109,25,3,2,2,2,9,9,6,105,4,31,2,4,4,19,2,2,3,1,1]
1290538961902359727	[6,11144,15276,15937,15958,15975,16441,16443]	[15,15,3,3,1,3,1,1]
