4751985279650013803	[6,11144]	[34,34]
4752169080337932084	[6,13,11144,15276,15932,15957,15978,16017]	[23,1,23,2,2,1,1,1]
4752644768974904430	[1,6,13,10272,10279,10281,11101,11142,11144,15276,15929,15932,15947,15953,15954,15957,15958,15959,15962,15967,15978,16017,16444,16455]	[1,146,7,1,1,1,1,91,55,110,1,99,1,1,100,7,1,9,1,1,1,1,1,1]
4752666227508663848	[9,11047,11110,15276,15932]	[11,11,11,6,6]
4753001836122474913	[7,10523,10537,15276,15911,15928,15958]	[12,12,12,3,2,1,2]
4753068827853849334	[2,11,18,10614,10900,11058,15276,15948,15958,15970,15981]	[5,1,3,1,5,1,9,1,2,5,2]
4753205399714407544	[2,6,9,11,10900,11047,11060,11110,11144,11146,15276,15932,15935,15945,15952,15958,15963,15970,15978,16442,16446,16455]	[74,48,13,1,74,13,1,13,48,8,39,27,8,1,1,4,1,7,4,1,1,1]
4753210316092067787	[15276,15958,15971,16440]	[9,8,2,1]
4753244654780016226	[6,11144,15276,15932,15958,15971,16440]	[25,25,2,1,1,1,1]
4753421083930477881	[6,11144,15276,15932,15978,16017]	[5,5,1,1,1,1]
4753870325733798730	[1,15276,15929,15958]	[1,3,1,2]
4753964818108010175	[15276,15941,15975]	[27,8,19]
4753993147614828704	[6,11146,15276,15932,15935]	[2,2,2,2,2]
4754144486302218538	[6,11144,11146,15276,15932,15935,15971,15978,16017]	[11,11,1,3,2,1,1,2,2]
4754206034250045932	[1,6,9,19,10740,10816,11144,15276,15922,15929,15932,15942,15958,15973]	[2,38,2,2,2,2,38,7,2,2,2,2,1,2]
4754441711180255996	[2,6,10900,11144,11146,15276,15932,15935,15970]	[2,14,2,11,3,5,3,3,2]
4754907064303122404	[15276,15911,15912,15958,15971,16440]	[31,1,9,21,18,18]
4755089004006727931	[2,6,12,10900,11144,15276,15913,15933,15941,15970,16010]	[1,44,1,1,44,3,1,1,1,1,1]
4755134899484804932	[15276,15950]	[1,1]
4755363878345894988	[6,11144]	[14,14]
