3467635236550005008	[6,11144]	[1,1]
3467874741337580614	[6,10,19,10740,10816,10935,11076,11144,11155,15276,15920,15922,15931,15958,15973]	[1,14,1,1,1,12,1,1,1,16,14,1,1,1,1]
3467888372548837613	[3,9,19,10222,10223,10742,10765,15276,15942,15958,15975,16441]	[1,1,1,1,1,1,1,6,1,5,2,1]
3468029226769185727	[2,3,6,19,10740,10816,10847,10850,10900,11144,11146,15276,15915,15925,15932,15934,15935,15937,15958,15970,15975,16441,16443]	[12,11,25,7,7,7,11,1,1,25,8,22,11,11,9,1,8,1,1,12,1,1,1]
3468229043900635173	[2,6,10848,11144,15276,15916,15970]	[1,1,1,1,1,1,1]
3468266612106432960	[12,15276,15941,16010]	[5,5,5,5]
3468368330224666958	[2,6,9,11,17,10709,10902,10911,11055,11061,11063,11144,15276,15919,15931,15942,15958,15975,15989,16441,16449]	[1,31,2,4,1,1,1,1,1,4,4,31,18,1,4,1,13,1,4,1,1]
3468509117920013732	[1,6,19,10278,10298,10740,10816,11144,15276,15922,15928,15929,15932,15973,15976,15978]	[11,34,1,11,11,1,1,34,4,1,1,1,1,1,1,1]
3468535843674996624	[6,9,11144,11146,15276,15932,15935,15942,15959,15960]	[17,2,17,15,15,13,15,2,2,2]
3468553885697958832	[6,9,11050,11053,11144,15276,15942]	[11,16,16,16,11,16,16]
3468723227427082728	[15276,15943,15958,16451]	[3,3,3,3]
3469346918910943334	[6,11146,15276,15932,15935]	[2,2,2,2,2]
3469434407334344888	[1,2,6,13,10274,10854,10896,10900,11144,15276,15917,15929,15932,15935,15952,15957,15970,15978,16002,16012,16017]	[3,2,28,2,1,1,1,1,28,12,1,3,6,1,1,2,2,2,1,1,2]
3469435021386775894	[6,19,10740,10816,11142,15276,15922,15932,15954,15973]	[1,1,1,1,1,2,1,1,1,1]
3469512384640019688	[6,11,11060,11144]	[100,1,1,100]
3469536544603306518	[2,4,6,19,10335,10740,10742,10816,10850,10874,10900,11076,11155,15276,15922,15928,15932,15934,15955,15958,15970,15973,15978,15993,16447,16448,16455,16456,16471]	[2,1,20,24,1,24,21,24,1,1,1,21,21,25,3,20,20,1,21,20,1,24,20,1,20,20,20,20,20]
3469657856883948238	[1,2,6,10274,10900,11142,11144,15276,15929,15932,15954,15970,16002]	[1,63,16,1,63,9,7,18,1,9,9,8,1]
3470014900253483160	[2,3,4,6,10850,10876,10900,11144,15276,15911,15915,15931,15934,15970,15975]	[2,1,1,23,2,1,1,23,3,1,1,2,2,2,1]
3470129331172228982	[13,11101,11104]	[12,12,12]
3470153857672501214	[1,2,3,5,6,10239,10240,10278,10298,10634,10900,11144,11176,15276,15929,15958,15971,15976,16440,16454]	[3,3,1,2,37,1,1,2,2,2,3,37,2,5,3,2,1,1,1,1]
