2835593853664815907	[15276,15932]	[2,2]
2836398630195171726	[15276,15912,15932]	[2,1,1]
2836838433447268172	[6,11144]	[2,2]
2836864253115039090	[2,5,10635,10636,10854,10894,10895,15276,15940,16001]	[1,1,1,1,1,1,1,1,1,1]
2837405485580421083	[6,9,10603,11108,11144,15276,15931,15958]	[7,8,8,8,7,1,1,1]
2838687446220591363	[19,10740,10816,15276,15922,15973]	[4,4,4,4,4,4]
2838945190752397131	[6,9,13,19,10603,10740,10742,10816,11050,11051,11076,11101,11108,11144,11155,15276,15932,15942,15952,15955,15957,15959,15960,15973]	[24,5,9,2,1,2,2,2,1,1,2,1,1,24,2,16,9,4,1,2,9,1,1,4]
2839626265076723338	[15276,15912,15958,15971,16440]	[6,4,2,2,2]
2847002605281440311	[1,6,12,10274,11144,15276,15932,15937,15941,15943,15950,15958,15971,15975,15978,16010,16016,16017,16440,16441,16443]	[1,5,9,1,5,52,1,18,9,1,2,36,9,21,1,9,2,1,9,20,17]
2847825099777518832	[7,19,10520,10534,10740,10816,15276,15911,15922,15958,15973]	[2,3,2,2,3,3,4,1,3,1,3]
2848443712064675150	[6,13,11142,11144,15276,15931,15932,15952,15954,15957,15958,15962,15971,16440]	[94,1,25,69,35,2,26,1,25,1,7,1,5,5]
2848533157136105508	[1,6,11144,15276,15929,15958,16458]	[6,26,26,6,6,1,1]
2850076467212412591	[2,6,9,13,10854,10900,11047,11101,11104,11110,11144,11146,11180,15276,15912,15932,15935,15942,15957,15958,15970,15978,16009]	[1,34,51,13,1,1,49,4,4,49,21,13,1,47,2,29,11,2,13,12,1,1,1]
2851040015711975520	[9,11047,11110,15276,15932]	[29,29,29,14,14]
2856221479850283621	[2,6,19,10740,10816,10900,11144,15276,15970]	[8,6,8,8,8,8,6,3,3]
2856896113167014869	[6,9,19,10740,10816,11047,11110,11144,15276,15912,15922,15942,15973]	[24,6,1,1,1,5,5,24,2,1,1,1,1]
2857225393244130201	[6,11144]	[1,1]
2858539864819024854	[13,19,10740,10816,11101,11104,15276,15922,15973]	[5,1,1,1,5,5,1,1,1]
2859346996986894791	[6,11144,15276,15958,15959,15960,15971,16440]	[5,5,12,11,1,1,2,2]
2864075611708870432	[15276,15959,15960]	[180,180,8]
