10123549997849828417	[6,11144]	[13,13]
10123565636834807958	[2,6,10900,11144]	[1,2,1,2]
10123582900945192023	[1,10274,10278,10279,10298,10922,15276,15929,15967]	[6,2,1,5,1,1,5,5,5]
10123593532496187642	[7,10,19,10519,10742,10758,10935,15276,15920,15928,15958,15972,15991,16003,16447,16462,16464]	[3,23,1,3,1,1,23,28,23,3,4,1,3,3,3,3,3]
10123623437731140481	[6,9,19,10740,11050,11053,11076,11144,11146,11150,15276,15922,15932,15935,15942,15944,15958,15959,15960,15971,15978,15987,16440,16446,16455,16483]	[59,7,1,1,7,7,1,59,1,1,17,1,9,1,6,1,1,1,1,1,5,1,1,1,1,1]
10123635313184577327	[9,19,10603,10606,10740,10742,10816,11055,11076,11108,11155,15276,15911,15942,15955,15958,15971,15973,16440]	[43,2,13,2,2,2,2,30,2,13,2,12,4,6,4,4,4,4,4]
10123659207445448851	[6,11144,11146,15276,15935,15958,15959,15960,15962,15971,15987,16440,16446]	[66,66,2,4,2,1,2,1,1,2,1,1,1]
10123659318575479792	[6,11144]	[12,12]
10123708855012843981	[2,17,19,10740,10816,10902,10912,10913,11184,11185,15276,15911,15958]	[409,425,18,18,18,409,2,407,425,425,11,1,10]
10123710898534158025	[12,15276,15941,16010]	[1,1,1,1]
10123734578715617892	[6,11144,11146,15276,15928,15932,15935]	[13,2,11,3,2,1,1]
10123764382387163750	[15276,15958]	[6,6]
10123795905796627590	[6,13,11144,15276,15931,15932,15957,15958]	[34,2,34,3,1,2,2,1]
10123802804820841384	[6,9,13,11047,11110,11144,15276,15932,15952,15957]	[43,68,1,68,68,43,7,6,1,1]
10123810156260233380	[2,9,19,10740,10744,10745,10901,10904,11050,11052,11053,15276,15922,15942,15958]	[1,28,1,1,1,1,1,1,28,1,27,30,1,28,1]
10123811377655060087	[1,2,9,19,10274,10278,10298,10740,10742,10765,10816,10900,11050,11053,15276,15929,15933,15942,15958,15970,16002]	[4,1,3,10,2,2,2,4,6,6,4,1,3,3,9,4,1,3,1,1,2]
10123814628022469664	[6,13,11144,15276,15932,15957]	[39,1,39,2,2,1]
10123843388473242669	[6,11146,15276,15932,15935]	[7,7,6,5,6]
10123854867820723788	[2,7,10524,10541,10900,15276,15928,15970,15991]	[1,15,15,15,1,16,15,1,7]
10123863999098353318	[6,11144,15276,15932,15978,16017]	[17,17,1,1,1,1]
