10122317102230508117	[15276,15912]	[3,3]
10122322537974723815	[11,15276,15945]	[1,1,1]
10122348178493348640	[6,11142,15276,15931,15932,15954,15958]	[2,2,5,3,2,2,3]
10122356743751070102	[2,10900,15276,15958]	[4,4,4,4]
10122386102091079458	[19,10742,10768,11076,11159,15276,15948,15969]	[2,2,2,2,2,1,1,1]
10122392544200192980	[6,11144,15276,15959]	[11,11,1,1]
10122406376725729131	[6,13,11144,15276,15957]	[17,1,17,1,1]
10122410794359646128	[6,11144,15276,15959,15960]	[4,4,1,1,1]
10122417893091904382	[1,6,13,10274,10278,10298,11101,11104,11144,15276,15929,15932,15957]	[7,11,1,2,1,1,1,1,11,6,5,1,1]
10122422666929025358	[6,13,11144,15276,15932,15952,15957,15959,15978,16017]	[30,1,30,3,2,1,1,1,1,1]
10122463074759939347	[1,6,7,10,10520,10533,11144,15276,15911,15920,15928,15929,15931,15952,15958,15971,15987]	[1,42,1,14,1,1,42,25,2,14,1,1,1,1,4,2,2]
10122465823848077669	[1,3,7,16,19,10222,10223,10519,10527,10740,10813,10947,10954,10957,15276,15917,15929,15958,15977]	[1,1,1,4,1,1,1,1,1,1,1,3,2,1,22,1,1,16,4]
10122493287113559790	[15276,15911,15958]	[6,6,6]
10122525674642994058	[1,2,19,10274,10740,10816,10900,15276,15922,15929,15958,15970,15973,16002]	[1,120,1,1,1,1,120,6,1,1,1,3,1,1]
10122535099335031741	[9,11,13,14,11060,11101,11104,15276,15928,15932,15936,15942,15945,15947,15957,15958,15966,16444,16450,16453]	[3,1,4,1,1,4,4,10,1,4,1,3,1,1,3,2,1,1,1,1]
10122564706292049323	[1,6,10278,10279,10298,11144,15276,15911,15929,15967,15975]	[69,9,54,10,54,9,69,4,69,10,1]
10122570258276539871	[6,11146,15276,15912,15932,15935]	[1,1,2,1,1,1]
10122586755352233663	[15276,15911,15931,15958]	[3,1,2,3]
10122601119085378991	[2,6,12,10852,10900,10901,10907,11144,15276,15927,15930,15941,15958,15963,15970,16010,16442]	[38,2,2,1,38,5,5,2,48,4,1,2,22,2,20,2,2]
10122603374721286494	[6,9,11047,11110,11144,15276,15942]	[7,34,32,32,7,2,2]
