557783729066149970	[6,11144]	[3,3]
558650067670129364	[6,11144,15276,15931]	[42,42,1,1]
560194113605921423	[6,13,11144,11146,15276,15932,15935,15952,15957,15958,15959,15971,15978,16017,16440,16446,16463]	[13,2,10,5,8,6,5,2,2,2,2,2,1,1,2,2,2]
563251029827334589	[6,11144,11146,15276,15932,15935]	[9,2,7,7,7,7]
564056838454446469	[6,13,11144,15276,15932,15957]	[76,5,76,6,6,5]
564508048321288441	[2,6,10900,11144,15276,15946,15970]	[67,1,67,1,56,3,56]
565909403547082601	[15276,15958]	[2,2]
567297629846619629	[2,7,19,10518,10520,10525,10532,10742,10767,10900,10929,15276,15928,15995]	[2,16,2,3,13,3,7,2,2,2,6,3,3,3]
568595791940503571	[7,10522]	[10,10]
568904193706292121	[6,11144]	[3,3]
569213274580023758	[5,11,10634,11176,15276,15912,15945,15958,16450]	[2,1,2,2,12,9,1,3,1]
569587025604658606	[1,15276,15929]	[2,2,2]
569966002661111608	[6,11144,15276,15952]	[3,3,1,1]
570878144032556723	[9,16,11050,11052,15276,15938,15950,15958,15977]	[6,1,6,6,9,2,1,5,1]
572460628320813959	[6,11144,11147,15276,15958,15978,16456]	[8,2,6,6,6,1,1]
582048940275664896	[1,6,9,10278,10298,11050,11052,11053,11144,15276,15929,15942,15948,15952,15969,15971,15987]	[2,62,7,1,1,7,1,6,62,11,2,6,1,1,1,1,1]
582259895471176859	[15276,15937,15958,15975,16441,16443]	[6,1,6,1,1,1]
586323661109112926	[1,7,19,10280,10520,10533,10740,10816,10921,15276,15928]	[1,1,6,1,1,1,6,6,1,3,3]
587329539421815672	[6,11144,15276,15931,15958]	[3,3,1,1,1]
587491569066188849	[6,9,13,19,10603,10740,10742,10816,11050,11051,11076,11108,11142,11144,11146,11155,15276,15931,15932,15935,15942,15954,15955,15957,15958,15973]	[109,6,1,3,4,3,3,3,4,4,3,4,3,104,2,3,13,1,7,2,2,3,3,1,1,3]
