3567105638868560871	[1,7,10274,10523,10930,15276,15911,15943,15958,16002]	[2,2,2,2,2,5,3,2,3,2]
3567160170810046109	[6,11144]	[31,31]
3567251717182307523	[15276,15958]	[3,3]
3567270040211342372	[6,9,10600,11144]	[3,1,1,3]
3567374121188871586	[2,12,19,10740,10816,10900,11076,11155,15276,15922,15930,15937,15941,15970,15973,15975]	[3,1,4,3,3,3,4,4,12,2,3,2,5,3,3,2]
3567483863920135465	[2,19,10742,10900,10901,10906,15276,15955,15970]	[222,1,1,222,1,1,13,1,12]
3567588836122575038	[1,2,5,6,13,19,10274,10637,10740,10816,10854,10896,11076,11101,11102,11104,11144,11148,11155,15276,15922,15929,15932,15952,15957,15973,16002,16012]	[2,1,1,7,14,7,2,1,4,4,1,1,7,11,1,10,7,2,5,21,1,2,13,1,13,4,2,1]
3567589787229433082	[6,11144,11146,15276,15912,15932,15935]	[39,39,1,48,47,1,1]
3567821727430744719	[2,6,19,10740,10901,10904,11076,11144,11150,15276,15922,15931,15944,15958,15970]	[1,5,1,1,1,1,1,5,1,2,1,1,1,1,1]
3567914052176986363	[6,11144]	[14,14]
3568096097307122267	[9,19,10740,10816,15276,15912,15922,15942,15973]	[1,1,1,1,7,5,1,1,2]
3568099761457364453	[2,3,6,9,16,10847,10900,10947,10958,11050,11051,11053,11144,11146,15276,15915,15925,15932,15935,15942,15958,15959,15970,15992,16457]	[93,3,79,4,1,2,93,1,1,4,3,3,75,5,32,3,2,5,5,2,10,1,14,1,1]
3568199718812113642	[6,11147,15276,15958,15978,16456]	[2,2,2,2,2,2]
3568208988464787616	[6,11144]	[2,2]
3568359435956920932	[1,6,10272,10279,10281,11144,15276,15929,15967]	[3,1,3,1,3,1,1,1,1]
3568372123196406342	[1,10272,10281]	[2,2,2]
3568395068344243394	[6,11144]	[3,3]
3568413547864413820	[2,6,10854,11144,11180,15276,15912,15953,15954,15970,16009]	[1,40,1,40,1,2,1,1,1,1,1]
3568425303562315208	[6,11146,15276,15912,15932,15935]	[1,1,8,7,1,1]
3568444710834376322	[6,11146,15276,15912,15932,15935,15958]	[9,9,14,4,9,9,1]
