16500027839990257156	[6,11144]	[10,10]
16503965822439517813	[6,7,9,19,10518,10525,10603,10740,10816,11050,11051,11053,11076,11108,11144,11155,15276,15922,15928,15942,15948,15969,15973,15985,15995]	[141,1,13,2,1,1,10,2,2,12,3,9,2,10,141,2,23,2,1,4,1,1,2,16,1]
16505162662252528718	[1,2,6,8,10,13,14,19,10272,10279,10281,10740,10816,10900,11033,11144,15276,15911,15920,15929,15932,15936,15953,15957,15966,15967,15970,15971,15987]	[1,7,31,5,5,5,1,6,1,1,1,6,6,1,6,31,27,1,5,1,5,11,1,5,1,1,7,1,1]
16505437524519992383	[6,11146,15276,15935]	[1,1,1,1]
16505592630879077900	[1,2,3,19,10278,10298,10742,10847,10900,10901,10906,15276,15915,15925,15955,15970]	[6,350,2,2,6,6,2,2,350,2,2,37,2,2,2,37]
16510466869021629139	[6,11144]	[12,12]
16513132836659997999	[6,11144]	[1,1]
16514917938257488756	[19,10740,10816]	[2,2,2]
16518926616660359849	[6,13,11144,15276,15912,15932,15957]	[13,2,13,6,4,2,2]
16519779873570076438	[6,11146,15276,15935,15958]	[3,3,15,1,14]
16523331959150991050	[19,10740,10816,11076,11155,15276,15922,15958,15973]	[16,15,15,12,12,16,13,1,15]
16523348979741333568	[6,13,11144,15276,15932,15957,15978,16017]	[28,2,28,3,3,2,1,1]
16528627763738564424	[9,11047,11110]	[5,5,5]
16536361426757559477	[6,9,13,10603,11050,11051,11101,11108,11144,11146,15276,15931,15932,15935,15957,15958,15959,15963,15976,15978,16013,16017,16442,16454,16455,16474]	[51,5,3,5,5,5,1,5,51,1,11,1,7,1,3,3,1,1,1,4,1,2,1,1,1,1]
16539412346685852882	[1,6,13,10274,10278,10298,11144,15276,15929,15932,15957,16002]	[2,9,1,2,2,2,9,3,2,1,1,2]
16540395303663621221	[6,13,11144,15276,15932,15957,15959,15960,15978,16017]	[42,4,42,7,6,4,1,1,2,2]
16540436443846429484	[15276,15931,15958]	[3,1,3]
16544366377195904106	[6,9,11047,11110,11144,15276,15932,15978]	[35,27,27,27,35,21,21,2]
16546149889346158913	[6,13,11101,11104,11144,15276,15932,15957]	[7,9,6,6,7,9,9,9]
16549304332750928787	[1,2,5,6,8,10636,10854,10895,10900,11033,11144,15276,15911,15929,15932,15936,15949,15958,15959,15960,15967,15970,15978,15992,15999,16017,16457]	[1,3,1,67,2,1,1,1,1,2,67,11,2,1,6,2,1,1,1,1,1,1,6,1,1,4,1]
