2044041881036705751	[6,11144]	[6,6]
2044078370899875889	[12,15276,15941,16010]	[7,7,7,7]
2044079361040529069	[6,11144,15276,15912,15928,15958,16447]	[1,1,11,10,1,1,1]
2044306320921405938	[6,11144]	[8,8]
2044500459318242294	[6,11144,15276,15952]	[3,3,1,1]
2044576727164288196	[1,10274,15276,15929,15943,15950,15958,16002]	[3,3,8,1,1,3,1,3]
2044610133299538642	[5,6,10634,11142,11144,11176,15276,15932,15953,15954,15958,15959,15960,15971,16440]	[1,108,1,106,2,1,221,106,1,106,4,110,90,3,3]
2044824737861086879	[6,11144,11146,15276,15912,15932,15935]	[8,7,8,20,1,19,1]
2044954444910430275	[2,3,7,11,12,19,10222,10223,10519,10527,10742,10744,10746,10767,10901,10906,11061,11063,15276,15941,15945,15955,15958,15963,15971,15975,15992,16010,16440,16441,16442,16448,16457]	[2,2,1,2,6,6,2,2,1,1,3,3,3,1,2,2,1,1,53,6,2,2,45,2,2,1,1,6,2,1,2,2,1]
2044960765227247740	[2,6,7,9,13,10520,10534,10900,11047,11050,11051,11110,11144,15276,15928,15931,15932,15938,15942,15948,15957,15958,15970,15978,15981]	[31,94,22,17,2,22,22,31,15,2,2,15,94,31,1,2,12,8,4,1,2,2,2,1,1]
2044978643273223572	[2,10850,10900,15276,15934,15970]	[22,1,22,5,1,5]
2045067373814906586	[15276,15911,15958]	[2,2,2]
2045136533036076996	[6,13,11144,15276,15932,15957]	[13,4,13,4,3,4]
2045287209504349354	[1,2,6,8,19,10274,10278,10298,10742,10744,10745,10901,10906,11144,15276,15929,15931,15936,15955,16002]	[12,1,24,1,1,4,8,8,1,1,1,1,1,24,14,12,1,1,1,2]
2045333919552958508	[1,10274,10276,10279,10922,15276,15929,15943,15958,15967,16002,16451]	[43,22,1,11,10,45,41,4,2,11,6,2]
2045533440991903805	[6,11144,15276,15911,15958]	[1,1,1,1,1]
2045687578623485914	[6,19,10740,10816,11142,11146,15276,15922,15932,15935,15954,15973]	[32,1,1,1,31,1,33,1,32,1,31,1]
2045778037937525792	[6,12,11144,15276,15941,16010]	[6,8,6,8,8,8]
2045788680440978548	[19,10740,10816,15276,15922,15973]	[1,1,1,1,1,1]
2045911658271569422	[6,11144,15276,15948,15969]	[1,1,1,1,1]
