3969045914764031449	[6,11144]	[12,12]
3969067088452127079	[13,11101,11104,15276,15932,15957]	[4,2,2,4,4,4]
3969129025515727372	[5,10634,11176,15276,15958]	[1,1,1,1,1]
3969238341990188937	[6,9,13,10603,11050,11051,11101,11104,11108,11144,11146,15276,15932,15935,15957,15958,15971,15978,16017,16440,16446]	[8,1,1,1,1,1,1,1,1,5,2,7,2,2,1,4,2,2,1,2,2]
3969317646844897100	[6,11144,11146,15276,15932,15935]	[78,76,2,2,2,2]
3969511271887254168	[7,10,10519,10528,15276,15920]	[1,2,1,1,2,2]
3969533068605805482	[2,5,6,9,19,10636,10740,10816,10854,10895,10900,11047,11110,11144,11146,15276,15922,15932,15935,15949,15958,15963,15970,15971,15973,15999,16440,16442,16468,16470,16471]	[1,1,62,21,1,1,1,1,1,1,1,21,21,62,1,12,1,10,1,1,2,1,1,1,1,1,1,1,1,1,1]
3969559739706829399	[2,8,10968,10990,11033,11035,15276,15937,15958,15975,16441,16443]	[1,1,1,1,1,1,3,1,3,1,1,1]
3969706475849753301	[6,12,13,11101,11104,11144,15276,15932,15937,15941,15952,15957,15975,16010]	[6,3,3,3,3,4,87,3,73,3,2,3,81,3]
3969755174461636964	[6,9,10603,11050,11051,11108,11144,15276,15932,15937,15942,15958,15975,15978,16017,16441,16443]	[50,3,2,2,2,2,50,4,1,2,1,2,2,1,1,2,2]
3969924929580929184	[6,13,11144,15276,15932,15957]	[19,1,19,1,1,1]
3969947639203538550	[6,9,11047,11110,11144,15276,15932]	[4,6,6,6,4,5,5]
3969947774076373255	[6,11144]	[1,1]
3969959823838374028	[1,6,11144,11146,15276,15929,15932,15935,15958]	[5,18,11,7,13,5,7,7,1]
3970057362963973832	[6,11144,11146,15276,15932,15935,15958,15971,15978,16017,16440,16446,16455,16456]	[79,78,4,5,3,4,3,3,2,1,3,3,1,1]
3970106777643433775	[1,2,6,13,19,10740,10816,10900,11076,11144,11155,15276,15922,15929,15931,15932,15947,15957,15958,15970,15973,15978,16017]	[1,19,44,1,11,11,11,19,3,44,3,22,11,1,2,4,1,1,3,3,11,3,3]
3970128381709404871	[2,10900,15276,15933,15970]	[1,1,1,1,1]
3970159680090110379	[15276,15959,15960]	[3,3,3]
3970209875039382532	[1,2,4,6,10272,10281,10353,10850,10883,11144,15276,15929,15932,15934,15970,15978,15979]	[3,2,2,15,2,2,2,2,2,15,4,1,1,2,2,1,2]
3970243249058060105	[6,11144]	[8,8]
