2714125041721023565	[15276,15958]	[1,1]
2714255624251545400	[6,13,11101,11104,11144,15276,15932,15957]	[98,8,8,8,98,4,4,4]
2714278524697865949	[6,13,11101,11144,15276,15931,15932,15957,15958,15959,15960]	[16,5,1,16,6,1,5,5,1,1,1]
2714303165001983777	[6,8,11144,11146,15276,15932,15935,15936,15952,15958,15978,15992,16453,16457]	[41,1,41,2,11,8,2,1,2,1,6,1,1,1]
2714423921408143033	[1,10279,15276,15929,15967]	[3,3,3,3,3]
2714446661010184210	[19,10740,10816,15276,15928,15941]	[3,3,3,30,7,30]
2714561161710863624	[6,11144]	[4,4]
2714581094489204617	[1,6,19,10276,10278,10298,10740,10816,11076,11144,11155,15276,15922,15929,15948,15962,15967,15973,15981,15985,15998]	[3,13,1,1,1,1,1,1,1,13,1,16,1,3,2,2,1,1,2,10,1]
2714614253951208649	[7,10518,10520,10525,10533,15276,15928,15965]	[41,40,1,40,1,41,1,40]
2714705677639006756	[6,9,13,11144,11146,15276,15932,15935,15942,15957,15958,15959,15960,15978,16017]	[85,1,2,77,8,18,14,8,1,2,1,3,3,2,1]
2714816909309434858	[6,11144]	[4,4]
2715168839504480063	[6,13,11144,15276,15932,15957,15978,16017]	[54,5,54,8,8,5,3,3]
2715362458367692271	[2,19,10740,10816,10900,15276,15922,15928,15931,15958,15970,15973,16447,16470,16471]	[126,8,8,8,126,20,1,1,2,3,17,1,1,1,1]
2715378103820192683	[1,10274,10276,10922,15276,15929,15958,15976,16002,16013,16454,16458,16474,16481]	[8,6,2,1,8,7,3,3,5,3,3,2,3,2]
2715402080345940984	[6,11144]	[11,11]
2715487007068218010	[6,19,10740,10816,11076,11144,11155,15276,15938,15973]	[12,1,1,1,1,12,1,3,2,1]
2715560872724845682	[5,10634,11176,15276,15937,15958,15963,15975,16441,16442,16443]	[8,8,8,42,12,42,6,24,24,6,12]
2715618416434099986	[6,9,11055,11146,15276,15932,15935,15958]	[8,3,3,8,11,8,8,3]
2715706876507429075	[6,11144,15276,15911,15958]	[3,3,1,1,1]
2715755916180899933	[1,6,10274,10278,10298,11144,15276,15929,15932,15978,16002,16017]	[7,53,3,7,7,53,10,7,3,3,3,2]
