3646562745323557064	[6,11144]	[2,2]
3646953719122666615	[6,11144,15276,15932,15978]	[6,6,1,1,1]
3647115841912246912	[19,10744,10746,15276,15958]	[1,1,1,1,1]
3647131586354862002	[6,11142,11146,15276,15912,15932,15935,15954]	[39,4,35,47,8,34,40,4]
3647134846498424762	[1,10273,10278,10298,10919,10922,15276,15911,15929]	[34,6,28,28,6,6,32,4,28]
3647159912879567348	[9,15276,15942]	[1,1,1]
3647270191237825563	[1,2,6,10848,10900,11144,15276,15916,15929,15931,15948,15958,15969,15970,15982]	[1,3,23,1,2,23,100,1,1,3,1,3,1,1,96]
3647284330384567514	[15276,15912,15973]	[4,4,1]
3647327334348767172	[2,6,8,19,10740,10816,10900,10967,11001,11033,11034,11144,11146,15276,15922,15930,15932,15935,15959,15960,15970,15973]	[1,19,1,1,1,1,1,1,1,1,1,19,1,3,1,1,1,1,1,1,1,1]
3647389232405229708	[1,2,6,10278,10279,10298,10900,11144,15276,15929,15967]	[6,2,24,3,3,3,2,24,3,3,3]
3647457922018808581	[19,10740,10816,11076,11155,15276,15948,15969,15973]	[2,2,2,2,2,6,4,4,2]
3647478196150620564	[6,13,11144,15276,15932,15947,15957,15958,15963,16442,16444]	[31,2,31,10,2,2,2,8,2,2,2]
3647512971906938139	[2,6,9,12,13,19,10742,10767,10900,10901,10906,11055,11101,11104,11142,11144,15276,15932,15941,15954,15955,15957,15959,15960,16010]	[1,65,1,3,7,1,1,1,1,1,1,1,6,6,38,27,50,40,3,38,1,4,4,4,3]
3647610653337987824	[2,6,13,19,10740,10816,10902,10912,10913,11144,15276,15922,15932,15957,15973]	[375,7,2,1,1,1,375,268,107,7,3,1,2,2,1]
3647652867918689299	[6,9,11050,11053,11144,15276,15942]	[2,2,2,2,2,2,2]
3647741610885194625	[6,13,11144,15276,15932,15957]	[2,1,2,1,1,1]
3647755297267925828	[2,17,18,19,10740,10816,10900,10902,10913,11184,11185,15276,15928,15948,15988]	[13,3,1,6,6,6,10,3,3,3,3,6,6,1,1]
3647907125025305511	[6,11144]	[6,6]
3648003580594721675	[1,6,10278,10298,11144,15276,15929]	[5,4,5,5,4,5,5]
3648139747368300105	[12,15276,15941,16010]	[6,6,6,6]
