10696370312439700167	[6,11144]	[27,27]
10702853793709536143	[1,11,14,11060,15276,15929,15945,15966]	[19,1,1,1,21,19,1,1]
10706031018291202019	[1,6,9,10274,10278,10298,11050,11053,11144,15276,15929,15942,15958,16002,16466]	[14,1,6,9,14,14,6,6,1,15,14,1,1,9,1]
10708436148645547066	[6,9,19,10740,10742,10765,10816,11050,11053,11076,11144,11155,15276,15922,15928,15942,15955,15958,15973]	[7,20,3,3,1,1,3,20,20,1,7,1,24,2,2,20,1,1,3]
10716625146201242666	[19,10740,10816,15276,15922,15973]	[4,4,4,1,1,1]
10718148676254513654	[6,11144]	[19,19]
10723719260608219809	[1,6,13,16,10274,10276,11101,11104,11144,11146,15276,15929,15932,15935,15952,15958,15971,15977,16002,16440,16446]	[3,23,1,1,1,1,1,1,23,1,7,3,1,1,2,1,1,1,1,1,1]
10724825899540311530	[1,11,10278,10300,15276,15929,15945,15958,16450]	[2,1,2,2,3,2,1,1,1]
10727145696929139176	[6,13,11101,11102,11104,11144,11146,15276,15932,15935,15952,15957,15959,15960,15978,16017]	[104,7,4,1,3,104,1,12,9,1,1,5,2,2,3,2]
10727546693445557345	[9,11050,11053,15276,15942]	[10,10,10,10,10]
10733175213176639341	[19,10740,10816,15276,15922,15973]	[1,1,1,1,1,1]
10733559406485999831	[2,6,7,19,10518,10520,10525,10532,10740,10816,10850,10900,11076,11144,11155,15276,15922,15928,15934,15970,15973,15995]	[6,13,56,3,16,40,16,40,3,3,6,6,2,13,2,14,1,5,6,6,3,3]
10736483885179271841	[1,6,10278,10298,11144,15276,15911,15958]	[3,2,3,3,2,5,5,5]
10739081307099745277	[6,9,11050,11053,11144]	[50,2,2,2,50]
10740836510571467670	[15276,15958]	[2,2]
10744520500904935877	[6,19,10740,10816,11146,15276,15932,15935]	[2,6,6,6,2,2,2,2]
10756303438076467473	[2,19,10740,10816,10901,10904,15276,15922,15958,15973,16470,16471]	[3,8,8,5,3,3,8,8,3,5,3,3]
10757523787375616551	[6,11146,15276,15912,15932,15935]	[2,2,3,1,2,2]
10757819426604600475	[2,3,6,10900,11144,15276,15915]	[3,1,2,3,2,1,1]
10758839821124853163	[6,13,11142,11144,15276,15931,15932,15954,15957,15958]	[23,3,1,23,6,1,3,1,3,1]
