2111780661147040638	[6,11144]	[6,6]
2111805792905534760	[1,2,6,13,10274,10278,10279,10298,10900,10922,11144,15276,15929,15932,15943,15957,15967,15970,16002]	[20,1,14,1,7,16,2,16,1,3,14,15,12,1,3,1,2,1,7]
2111915988049950067	[1,6,9,10274,10278,10298,10603,11050,11051,11108,11144,15276,15929,16002]	[1,2,44,1,1,1,44,44,44,44,2,1,1,1]
2112226305614438201	[2,6,9,16,10854,10896,10947,10952,11050,11053,11144,15276,15937,15942,15958,15970,15973,15975,16012,16441,16443]	[1,55,9,1,1,1,1,1,9,9,55,26,1,7,18,1,3,5,1,5,1]
2112284679142787708	[6,11144,15276,15965]	[37,37,2,2]
2112397204916240773	[6,9,19,10740,10742,10816,11050,11053,11076,11144,11155,15276,15942,15955,15973]	[2,1,5,5,5,5,1,1,5,2,5,6,1,5,5]
2112401188076507852	[2,19,10742,10767,10900,15276,15958,15970,16016,16467]	[4,4,4,4,4,3,2,1,2,2]
2112450461076282613	[6,11144,15276,15931,15958]	[25,25,2,2,2]
2113051479011851286	[9,11050,11052,15276,15937,15941,15942,15958,15975,16441,16443]	[5,5,5,71,33,29,5,1,37,1,1]
2113102667128286665	[2,4,5,6,10459,10462,10634,10850,10876,10900,11144,11176,15276,15934,15953,15958,15970,15975,16452]	[19,4,2,17,4,4,2,13,13,6,17,2,17,13,2,3,14,13,2]
2113120890132789263	[6,11144,15276,15921]	[2,2,1,1]
2113210699307457329	[6,11144,15276,15958,15975]	[14,14,2,1,1]
2113631205797443037	[19,10740,10816,15276,15922,15973]	[1,1,1,1,1,1]
2113827394113985962	[6,11144]	[3,3]
2113996481513343489	[15276,15911,15958]	[1,1,1]
2114129067261266033	[1,15276,15929]	[8,8,8]
2114207880950577026	[6,9,11144,15276,15932,15942,15948,15981]	[15,1,15,3,1,1,1,1]
2114405510876554307	[15276,15958]	[1,1]
2114964643921570006	[1,15276,15929]	[10,10,10]
2115398438307356369	[1,6,10274,11144]	[1,2,1,2]
