3425024406132265935	[6,11144]	[18,18]
3425153448128941660	[6,14,11143,11146,15276,15932,15935,15966]	[8,1,1,7,8,7,7,1]
3425225134758538585	[2,6,10850,10900,11144,15276,15934,15970]	[33,4,1,33,4,4,1,4]
3425258998108999133	[2,6,19,10742,10767,10901,10906,10907,11144,15276,15955,15970]	[1,4,1,1,1,1,1,1,4,1,1,1]
3425273406161209713	[6,11144,15276,15958,15971,16440]	[6,6,2,2,2,2]
3425344361797662841	[1,6,10274,10278,10298,11144,15276,15929,16002]	[12,9,7,12,12,9,12,12,7]
3425493933915845524	[12,15276,15937,15941,15975]	[1,1,1,1,1]
3425514362466667301	[6,11144,15276,15947,15958,16444]	[8,8,2,2,2,2]
3425540728292919360	[3,6,19,10239,10240,10740,10816,11144,15276,15922,15958,15973]	[1,6,27,1,1,27,27,6,28,27,1,27]
3425584005823000404	[1,6,13,19,10272,10278,10279,10281,10298,10740,10816,11076,11144,11148,11155,15276,15922,15929,15932,15957,15967,15973]	[6,102,9,5,6,6,5,6,6,4,4,5,102,1,4,19,4,6,9,9,5,4]
3425905575979074165	[2,3,11,10241,10614,10847,10859,10900,10917,11057,11060,15276,15914,15915,15945,15958,15970]	[7,1,2,1,1,1,1,6,1,1,1,9,4,1,1,1,7]
3425920653554521967	[2,6,13,19,10742,10767,10900,11101,11104,11144,15276,15928,15931,15932,15957,15958]	[1,11,1,1,1,1,1,1,1,11,4,2,1,1,1,1]
3426035361333392778	[2,6,8,9,13,11033,11142,11144,15276,15911,15932,15936,15942,15954,15957,15959,15960,15978,16017]	[1,67,1,2,3,1,4,67,20,1,17,1,2,4,3,2,2,10,6]
3426092151022056269	[6,12,19,10740,10816,11144,15276,15922,15927,15941,15958,15973,16010]	[24,3,8,8,8,24,9,1,4,3,1,1,3]
3426161357228209843	[1,2,3,6,9,11,17,10272,10279,10281,10709,10847,10850,10900,10902,10911,11055,11061,11063,11142,11144,15276,15915,15919,15925,15929,15932,15934,15945,15954,15958,15967,15970,15971,15978,16440,16449,16455,16456,16459,16468]	[8,16,1,66,2,3,1,7,7,7,1,1,1,14,1,1,2,1,1,1,66,28,1,1,1,8,2,1,3,1,11,7,8,7,1,7,1,1,1,1,1]
3426217587051502388	[6,9,10600,11144]	[13,1,1,13]
3426387763503133357	[6,11144]	[9,9]
3426416476637762018	[15276,15912]	[1,1]
3426498456079318149	[15276,15958,15959,15960,15963,16442]	[22,10,12,12,1,1]
3426514868942787599	[1,6,11144,15276,15929,15931]	[1,19,19,1,1,1]
